patent_id,patent_abstract,patent_title,cpc_subclass
11213350,"In one aspect, devices for light treatment of skin are described herein. A device described herein, in some embodiments, comprises an interior compartment having a proximal end and a distal end, and an optical aperture disposed at the distal end. The device also comprises a laser or BBL source that produces a laser or BBL beam. The laser or BBL beam has a first optical path within the interior compartment, between the proximal end and the distal end. Additionally, the first optical path exits the interior compartment through the optical aperture. The device further comprises an imaging system that receives a return signal from the aperture. The return signal received from the aperture has a second path within the interior compartment. Further, a selectively reflective optical element is disposed in the first and second optical paths. The selectively reflective optical element generally transmits the laser or BBL beam.",Devices for image-guided light treatment of skin,A61N
11213355,"A surgical system includes a first detector that includes a first array of pixels configured to detect light reflected by a surgical instrument and generate a first signal comprising a first dataset representative of a visible image of the surgical instrument. The surgical system also includes a second detector, comprising a second array of pixels configured to detect infrared radiation produced by the surgical instrument during a procedure using the surgical instrument and generate a second signal comprising a second dataset representative of an infrared image of the surgical instrument. The surgical system further includes a processor configured to receive the first and second signals, identify from the first dataset data representative of the surgical instrument, and identify from the second dataset data representative of one or more regions of the surgical instrument above a predetermined threshold temperature. The processor is also configured to generate a modified image of the surgical instrument based on data identified from the first and second dataset. The modified image includes visible indicia in the one or more region of the surgical instrument at or above the predetermined temperature.",Hot device indication of video display,A61N
11213359,"Various robotic surgical systems are provided. A robotic surgical system comprises a robotic tool, a control system, and a control module. The control system comprises a control console configured to receive a first user input, and also comprises a control unit in signal communication with the control console and the robotic tool. The control module is configured to receive a second user input, and is in signal communication with the control system.",Controllers for robot-assisted surgical platforms,A61N
11213411,"A shape memory material-based minimally invasive implantation with end part self-expanding structure, and an implant having the structure. The implant includes an actuating component; the implant has a first shape and a second shape, and comprises a central part and multiple end parts which are substantially symmetrically distributed; the second shape has a larger area than the first shape; the actuating component is able to enable the end parts to move along a direction away from the central part of the implant, so that the implant is transformed from the first shape to the second shape. The present invention can allow an implant to have a small size before it is implanted and to be expanded into a structure having a larger size after implantation.",Shape memory material-based minimally invasive implantation with end part self-expanding structure,A61N
11213451,"The present invention relates to a mask having a massage function and a mask system including the same. According to the present invention, the mask having the massage function comprises: a mask body; and a massage unit coupled to the mask body, wherein the massage unit includes: a massage pad; and a pad driving part for allowing the massage pad to move in one direction while pressing the skin of a user.",Mask having massage function and mask system including same,A61N
11213453,"The present invention relates to a device, system and a method for high pressure shockwave treatment of biological tissue having a large treatment zone and in particular to such a device, system and method in which a large biological treatment area in treated in a non-drug, non-surgical treatment protocol utilizing ballistic shockwave generating device.",Treatment for large volume biological targets with a high pressure shockwave instrument,A61N
11213454,"A method to provide real-time feedback and coaching to augment cardiac rescue by a rescuer. The rescuer would typically be attempting cardiopulmonary resuscitation (CPR) or administering an electrical shock from a defibrillator. The method includes steps of providing a computer, a data-generation device, a cuing device, using the data-generation device, and activating the cuing device. Optional steps include: attaching an article to the rescuer, providing a stationary component, using the camera to provide data to the computer; recording data from the use of a defibrillator; and combining data from the use of a defibrillator and the data on a rate of cardio pulmonary resuscitation and depth of chest compression by the rescuer with video data from the camera to produce combined data, which will be available for after-action review.",Method to provide real-time feedback and coaching to augment cardiac rescue,A61N
11213670,A medical device system includes a cardiac electrical stimulation device and a ventricular assist device (VAD). The cardiac stimulation device and the VAD are capable of communication with each other to confirm detection of cardiac events.,Ventricular assist device and cardiac electrical stimulation system for therapy control,A61N
11213671,"Embodiments of the present invention provide an electroporation system comprising an electroporation probe having at least two contiguous electrodes configured to be inserted into biological tissue for electroporation treatment, and a pulse generator electrically connected to the probe and configured to drive the electroporation probe using a sequence of one or more electric pulses to cause current transmission through the probe and induce a non-uniform electric field in the biological tissue proximate the probe electrodes. Treatment tissue can be targeted by controlling the probe configuration, carrier solution characteristics and parameters of the electroporation pulse sequence to achieve predictable electroporation outcomes. This electroporation control method can also reduce potentially toxic effects of electroporation treatment.",Electroporation system for controlled localized therapeutics delivery,A61N
11213672,"The set for the electrical stimulation of a patient, comprises a backing, at least one electrically active zone and a wire connected to said electrically active zone for connection to a stimulator. Said backing has the shape of a bandage or of a plaster.",Wound healing electrode set,A61N
11213673,A medical device lead connector includes electrically conducting contact rings spaced apart by an electrically insulating ring and in axial alignment. The electrically conducting contact ring and the insulating ring having an interface bond on an atomic level.,Diffusion bonded lead connector,A61N
11213674,"Catheter assemblies for neuromodulation proximate a renal artery bifurcation and associated systems and methods are disclosed herein. A catheter assembly configured in accordance with a particular embodiment of the present technology can include a shaft having a proximal portion, a distal portion, and two therapeutic arms extending from the distal portion. The shaft can be configured to deliver the distal portion to a treatment site proximate a branch point or bifurcation in a renal blood vessel. The therapeutic arms can include energy delivery elements that are configured to deliver the therapeutically-effective energy to renal nerves proximate the branch point.",Catheter assemblies for neuromodulation proximate a bifurcation of a renal artery and associated systems and methods,A61N
11213675,Anchoring devices for affixing an implanted lead at a target location in a patient are provided herein. Such anchoring devices include a helical body having a plurality of tines extending laterally outward from the lead when deployed that engage tissue to inhibit axial movement of the implanted lead. The plurality of tines are biased towards the laterally extended deployed configuration and fold inward towards the lead to a delivery configuration to facilitate delivery of the lead through a sheath. The tines may be angled in a proximal direction or in both proximal and distal directions and may include various features to assist in visualization and delivery of the lead.,Implantable lead affixation structure for nerve stimulation to alleviate bladder dysfunction and other indication,A61N
11213676,"An implantable medical device delivery system includes a delivery catheter including an elongated body with a first portion defining a first lumen and a second portion defining a second lumen. An angle is defined between a first axis and a second axis defined by the first and second portions, respectively. The second axis points toward the left ventricular (LV) apex of the patient's heart when the first axis points into the CS. The first portion or an elongated element may extend into the CS to anchor the delivery catheter to the orientation of the CS.",Delivery systems for VfA cardiac therapy,A61N
11213677,"A shield located within an implantable medical lead may be terminated in various ways at a metal connector. The shield may be terminated by various joints including butt, scarf, lap, or other joints between insulation layers surrounding the lead and an insulation extension. The shield may terminate with a physical and electrical connection to a single metal connector. The shield may terminate with a physical and electrical connection by passing between an overlapping pair of inner and outer metal connectors. The metal connectors may include features such as teeth or threads that penetrate the insulation layers of the lead. The shield may terminate with a physical and electrical connection by exiting a jacket of a lead adjacent to a metal connector and lapping onto the metal connector.",Termination of a shield within an implantable medical lead,A61N
11213678,"Catheter apparatuses, systems, and methods for achieving neuromodulation by intravascular access are disclosed herein. One aspect of the present technology, for example, is directed to a treatment device having a therapeutic assembly that includes an elongated tubular shaft having a pre-formed spiral shape when in a deployed state (e.g., a radially expanded, generally spiral/helical shape) and a thermocouple assembly helically wrapped about the shaft. In one embodiment, the thermocouple assembly comprises first and second wires composed of dissimilar metals with the first wire including a plurality of exposed and insulated regions along the distal portion of the treatment device. The exposed regions of the first wire define a plurality of energy delivery portions positioned to deliver electrical energy (e.g., RF energy, pulsed energy, etc.) to target tissue adjacent a wall of an artery (e.g., a renal artery) to heat or otherwise electrically modulate neural fibers that contribute to physiological function (e.g., renal function).",Method of manufacturing a medical device for neuromodulation,A61N
11213679,"A portable electronic device includes a battery, a transcutaneous electrical nerve stimulation (TENS) circuit, a power management circuit, a first output unit, and a second output unit. The TENS circuit provides a TENS electrical current. The power management circuit is coupled to the battery and the TENS circuit for managing a power distribution of the portable electronic device. The first output unit receives the TENS electrical current from the TENS circuit and outputs the TENS electrical current to a user. The second output unit receives a power signal from the battery and outputs the power signal to an external electronic device.",Portable electronic device with TENS function,A61N
11213680,"A system for controlling parameter settings of an auditory device includes: an auditory device processor; an auditory device output mechanism including modifiable parameter settings; an auditory input sensor that detects an environmental sound; a database in communication with the auditory device processor, the database pairing each of a plurality of sets of parameter settings with a corresponding sound profile; a memory in communication with the processor and including instructions that, when executed by the processor, cause the processor to: receive the environmental sound detected by the auditory input sensor; analyze a frequency content of the environmental sound; compare the frequency content of the environmental sound with the sound profiles stored in the database and, in response to the comparison, select one of the sound profiles; and automatically adjust the parameter settings of the auditory device output mechanism to match the set of parameter settings associated with the selected sound profile.",Optimization tool for auditory devices,A61N
11213681,"Restless Leg Syndrome (RLS) or Periodic Limb Movement Disorder (PLMD) can be treated using high frequency (HF) electrostimulation. This can include selecting or receiving a subject presenting with RLS or PLMD. At least one electrostimulation electrode can be located at a location associated with at least one of, or at least one branch of, a sural nerve, a peroneal nerve, or a femoral nerve. HF electrostimulation can be delivered to the subject, which can include delivering subsensory, subthreshold, AC electrostimulation at a frequency that exceeds 500 Hz and is less than 15,000 Hz to the location to help reduce or alleviate the one or more symptoms associated with RLS or PLMD. A charge-balanced controlled-current HF electrostimulation waveform can be used.",High frequency electrostimulation treatment for restless legs syndrome or periodic limb movement disorder,A61N
11213682,Methods and apparatuses for setting a therapeutic dose of a neuromodulator implanted into a patient are described. The therapeutic dose typically includes a therapeutic dose duration including a ramp-up time to reach a peak modulation voltage and a sustained peak modulation time during which the voltage is sustained at the peak modulation voltage. The methods and apparatuses described herein may use a testing ramp to identify a peak modulation voltage that is patient-specific and provides a maximized therapeutic effect while remaining comfortably tolerable by the patient during the application of energy by the neuromodulator.,Apparatuses and methods for setting an electrical dose,A61N
11213683,"Systems and methods are disclosed for selectively reinforcing or weakening memory associations. At least one current generator provides an electrical current including a plurality of oscillating pulses with at least one predetermined frequency. A user interface includes at least one output device for delivering a sensory stimulus to a user and at least one user input device for registering a response to the stimulus. At least one processor determines from the response, based on at least one predetermined standard, whether an underlying memory association is desired or undesired and respectively sets the at least one predetermined frequency to be a beta or theta frequency. Consequently, the electrical current is generated and administered, via at least one electrode pair, thereby stimulating at least one specific portion of the user's brain so as to reinforce or weaken the underlying memory association.",Systems and methods for selective memory enhancement and/or disruption,A61N
11213684,A device is configured to transmit tissue conductance communication (TCC) signals by generating multiple TCC signals by a TCC transmitter of the IMD. The generated TCC signals are coupled to a transmitting electrode vector via a coupling capacitor to transmit the plurality of TCC signals to a receiving medical device via a conductive tissue pathway. A voltage holding circuit holds the coupling capacitor at a DC voltage for a time interval between two consecutively transmitted TCC signals.,Device and method to reduce artifact from tissue conduction communication transmission,A61N
11213685,"Apparatus is provided for use with a medical implant having a receiving coil. A flexible housing to be placed against skin of a subject includes a flexible transmitting coil and control circuitry for driving a current through the transmitting coil to induce a current in the receiving coil. A sensor coupled to the circuitry determines divergence of a resonance frequency of the transmitting coil when flexed from a nominal resonance frequency of the transmitting coil, occurring in the absence of any forces applied to the transmitting coil. One or more electrical components coupled to the circuitry tune the resonance frequency of the transmitting coil. A switch is coupled to each of the electrical components, the switches including transistors having capacitances that depend on the voltage applied to each switch. The circuitry applies a voltage of 30-300 volts to each switch. Other applications are also described.",Antenna configuration,A61N
11213686,"Systems and methods are provided for managing patient activated capture of transient data by an implantable medical device (IMD). The systems and methods collect transient data using the IMD. The collected transient data is stored in a temporary memory section of the IMD. The IMD receives a patient activated storage request including activation information related to a patient designated trigger point from an external device. The IMD transfers a segment of the transient data from the temporary memory section to a long-term memory, wherein the segment of transferred transient data is based on the trigger point. The activation information includes an elapsed time corresponding to a duration of time between entry of the trigger point and issuance of the patient activated storage request by an external activation device.",Systems and methods for patient activated capture of transient data by an implantable medical device,A61N
11213687,This disclosure provides systems and methods for delivering a neural stimulation pulse. A neural implant device can include an energy harvesting circuit configured to receive an input signal and generate an electrical signal based on the received input signal. A diode rectifier in series with the energy harvesting circuit can rectify the electrical signal. The energy harvesting circuit and the diode rectifier can be encapsulated within a biocompatible electrically insulating material. A neural electrode can be exposed through the biocompatible electrically insulating material. The neural electrode can be configured to deliver a neural stimulation pulse. The neural implant device can have a volume that is less than about 1.0 cubic millimeter.,Neural implant for microstimulation,A61N
11213688,"An exemplary system includes a sound processor configured to wirelessly communicate, while operating in a first mode, with a cochlear implant by way of a wearable headpiece coil configured to be worn on a head of a recipient of the cochlear implant, a non-wearable coil configured to be located away from the recipient, and an interface device configured to provide operating power to the non-wearable coil and communicatively couple to the sound processor while the sound processor is operating in a second mode. While the sound processor is coupled to the interface device and operating in the second mode, the non-wearable coil is configured to provide radio frequency (RF) power to the cochlear implant to keep the cochlear implant listening for commands from the sound processor.",Utilization of a non-wearable coil to remotely power a cochlear implant from a distance,A61N
11213689,"This document presents a system for managing treatment for an emergency cardiac event. The system includes memory, one or more electronic ports for receiving ECG signals, and a treatment module executable on one or more processing devices. The module is configured to perform a number of transformation on portions of an ECG signal into frequency domain data, obtain one or more previous values derived from one or more time segments of the ECG, and determine, based on the frequency domain data a first value and a second value, determine a probability of therapeutic success. The module is further configured to cause one or more output devices to present an indication of the probability of therapeutic success.",Estimating shock success by monitoring changes in spectral data,A61N
11213690,"A multi-chip modular wafer level package of a high voltage unit for an implantable cardiac defibrillator includes one or more high voltage (HV) component chips encapsulated with other components thereof in a polymer mold compound of a single reconstituted wafer, wherein all interconnect segments are preferably located on a single side of the wafer. To electrically couple a contact surface of each HV chip, located on a side of the chip opposite the interconnect side of the wafer, the reconstituted wafer may include conductive through polymer vias; alternately, either wire bonds or layers of conductive polymer are formed to couple the aforementioned contact surface to the corresponding interconnect, prior to encapsulation of the HV chips. In some cases one or more of the components encapsulated in the reconstituted wafer of the package are reconstituted chips.",Wafer level packages of high voltage units for implantable medical devices,A61N
11213691,"Systems, devices, and techniques that enable medical devices to integrate and interoperate with one another are provided. In some examples, a wearable cardiac defibrillator (WCD) advantageously interoperates with an implanted pacemaker to provide a variety of benefits. For instance, in some examples, the WCD oversees execution of an antitachycardia (ATP) protocol by the implanted pacemaker and intervenes as needed. In other examples, the WCD drives an ATP protocol in which internal pacing pulses are provided by the implanted pacemaker under the control of the WCD. In other examples, the WCD monitors the activity of the implanted pacemaker to identify potential maintenance issues affecting the implanted pacemaker. The WCD and the implanted pacemaker may also interoperate to classify and act upon particular arrhythmia conditions.",Ambulatory medical device interaction,A61N
11213692,"A PEMF web using immersive, flux-guided, micro-coils to direct intense, deeply penetrating, magnetic flux into a subject from each micro-coil capable of pointing in an arbitrary direction. Micro-coils are spooled around iron cores, insulated properly, and soldered to connecting wires, all embedded in a polymeric resin, such as cold-cured silicone resin. Nodes protect, enclose, insulate electrically, and otherwise protect the micro-coils. Connectors between nodes provide mechanical stability against breaking of wires, while permitting folding, bending, buckling, and otherwise deflecting to position the nodes as desired with three degrees of freedom.","Body-conforming, micro-coil, web apparatus and method",A61N
11213693,"A light source for eye therapy configured to emit light having a wavelength range from about 380 nm to about 780 nm, and has a spectrum area that overlaps at least about 55% of an area of a normalized solar spectrum, in which a peak wavelength of light has a deviation equal to or less than about 0.14 from the normalized solar spectrum in a wavelength range from about 380 nm to about 490 nm.",Light source for eye therapy and light emitting device having the same,A61N
11213695,"An illuminated bandage and method of disinfecting a wound. The illuminated bandage includes a power source, a light source coupled to the power source to generate light and a patch. The patch includes a supporting medium and at least one light diffusing element in the supporting medium and optically coupled to the light source. The light diffusing element outputs light to promote a photochemical reaction to disinfect a wound surface proximate thereto.",Illuminated bandage and method for disinfecting a wound,A61N
11213696,"A method of performing dose calculations for ion radiotherapy compensating for tissue in which the density within a voxel may be inhomogeneous by approximating a portion of the voxel as an air cavity. For each dose voxel, the voxel is inscribed in a three-dimensional grid comprising a number of cells and the propagation of ions through the voxel is calculated based on the cell pattern in the at least one cell overlapping the voxel. Preferably, the voxel is inscribed in the three-dimensional grid in such a way that it overlaps at least one cell fully. Each cell comprises a first portion representing a first density corresponding to a density of a tissue and a second portion representing a second density corresponding to the density of air, the first and second portions forming a cell pattern.","Method, system and computer program product for ion radioitherapy",A61N
11213697,An example particle therapy system includes a particle accelerator to output a particle beam having a spot size; a scanning system for the particle accelerator to scan the particle beam in two dimensions across at least part of a treatment area of an irradiation target; and an adaptive aperture between the scanning system and the irradiation target. The adaptive aperture includes structures that are movable relative to the irradiation target to approximate a shape to trim part of the treatment area. The part of the treatment area has a size that is based on an area of the spot size.,Adaptive aperture,A61N
11213699,Methods and systems are described for determining particle treatment information. An example method may comprise determining a segment-averaged dose-averaged restricted linear energy transfer. The linear energy transfer may be determined by accounting for variations in segment length of paths of particles in a site.,Methods and systems for particle based treatment using microdosimetry techniques,A61N
11213700,"A brachytherapy afterloader device, comprises at least one transmit wire that is suitable for being inserted and driven in an advance or retract motion in an external first delivery channel and for delivering drive energy to a test field source, which is arranged at a distal end region of the transmit wire, for generating a magnetic test field; at least one receive wire that is suitable for being inserted and driven in an advance or retract motion in an external second delivery channel for a measurement of the magnetic test field, the receive wire having a transducer that is configured to detect magnetic-field changes in the magnetic test field; and a wire driving unit which is configured to controllably advance or retract the transmit wire and the receive wire in response to a corresponding test drive control signal.",Brachytherapy afterloader device,A61N
11214048,"A stiffener-reinforced microelectrode array probe and fabrication method using wicking channel-distributed adhesives which temporarily adheres a flexible device onto a rigid stiffener for insertion and extraction. Assembly is by dispensing a liquid adhesive into a narrow open groove wicking channel formed on the stiffener so that the adhesive is wicked along and fills the channel by capillary action, and adhering the adhesive-filled bonding side of the elongated section of the rigid substrate to a flexible device.","Rigid stiffener-reinforced flexible neural probes, and methods of fabrication using wicking channel-distributed adhesives and tissue insertion and extraction",A61N
11214840,Provided herein are aptamers that bind specifically to the surface proteins of periodontal pathogens. Also provided herein are methods for detecting and treating periodontal disease in a subject. The method comprises detecting bacteria associated with periodontal disease by use of the present aptamers to analyze a sample taken from a gum pocket of a tooth of the subject; and treating the periodontal disease of the subject by administering to the gum pocket of the tooth a bactericide or an anti-microbial phototherapy to eradicate the bacteria associated with periodontal disease.,Methods for treating periodontal diseases,A61N
11216370,"A hardware based block moving controller of an active device such as an implantable medical device that provides electrical stimulation reads a parameter data from a block of memory and then writes the parameter data to a designated register set of a component that performs an active function. The block of memory may include data that specifies a size of the block of memory to be moved to the register set. Multiple individual block mover components of the controller may move respective blocks, each responsive to a dedicated trigger or to a same trigger. Furthermore, a given block mover or individual block mover component may have multiple selectable triggers. The block moving hardware based controller may have one or more memory devices to access, and the firmware may write to one memory while the block moving hardware based controller may read from another.",Methods and devices that utilize hardware to move blocks of operating parameter data from memory to a register set,A61N
11217184,"According to an aspect, there is provided a display unit for generating a display output, comprising a first light source; a first back polarizer arranged to polarize light from the first light source in a first polarization direction; a second light source; a second back polarizer arranged to polarize light from the second light source in a second polarization direction that is orthogonal to the first polarization direction; a first substrate; a second substrate; a liquid crystal layer positioned between the first substrate and the second substrate, wherein the first substrate, second substrate and liquid crystal layer are arranged to receive light from the first light source that has been polarized by the first back polarizer and receive light from the second light source that has been polarized by the second back polarizer; and a front polarizer arranged to polarize light, the front polarizer being for polarizing light that has passed through the liquid crystal layer; wherein operating the first light source to generate light generates a positive display output, and operating the second light source to generate light generates a negative display output.",Display unit and a method of operating the same,A61N
11217397,"A capacitor for powering an implantable medical device is described. The capacitor includes a casing having contoured surfaces to more closely conform to body contours. This means that the anode housed in the casing must also have a contoured shape substantially matching that of the casing. Accordingly, the anode is comprised of a pressed pellet having a surrounding peripheral edge extending to spaced-apart first and second major face walls. An anode lead wire comprises an embedded portion extending into the anode pellet. First and second channel-shaped recesses aligned with each other extend into the anode pellet from the first and second major face walls to intersect with the embedded lead wire portion. The first and second channel-shaped recesses also extend to opposed locations at the surrounding peripheral edge of the anode pellet. The anode pellet is bent at the aligned first and second channel-shaped recesses to provide a right anode pellet portion electrically connected to a left anode pellet portion by the embedded lead wire portion. The thusly contoured anode pellet has an anatomical shape that matches that of the contoured casing to provide an implantable capacitor that is volumetrically efficient.",Segmented conformal anode for a capacitor,A61N
11217440,"A glass-metal feedthrough consists of an external conductor, a glass material and an internal conductor. The internal conductor has a coefficient of expansion αinternal, the glass material has a coefficient of expansion αglass, and the external conductor has a coefficient of expansion αexternal. The coefficient of expansion of the internal conductor αinternal is greater than the coefficient of expansion of the glass material αglass and the coefficient of expansion of the external conductor αexternal is at least 2 ppm/K, such as at least 4 ppm/K, greater than the coefficient of expansion of the glass material αglass in the temperature range of 20° C. to the glass transformation temperature.",Glass-metal feedthrough,A61N
11217725,"A light emitting diode (LED) with a melanopic emission spectrum can comprise a primary light source and a phosphor. The primary light source can comprise an emission spectrum comprising a first peak centered at a wavelength from 480 nm to 500 nm. The phosphor, when excited, can comprise an emission spectrum with a second peak centered at a wavelength from 640 nm to 750 nm, and the intensity of the first peak is greater than the intensity of the second peak. A light emitting apparatus can comprise a first LED with a traditional white light emission spectrum, and a second LED with a melanopic emission spectrum. The light emitted from the apparatus can comprise chromaticity coordinates, in the CIE 1931 color space diagram using the 196410° Supplementary Standard Observer, that are within a one-step MacAdam ellipse from the black body locus with chromaticity coordinate x from 0.34 to 0.45.",Light emitting apparatus with melanopic emission spectrum,A61N
11218822,An audio control system for a modular energy system. The audio control system can include a first controller and a second controller. The first controller can be configured to output an audio signal and an audio signal ID associated with the audio signal. The second controller can be coupled to the first controller and configured to receive the audio signal ID from the first controller and determine whether the audio signal ID corresponds to an expected audio signal ID.,Audio tone construction for an energy module of a modular energy system,A61N
11219423,"A medical image processing apparatus according to an embodiment includes processing circuitry. The processing circuitry extracts, based on a first area that is an area to which radiation is emitted and a second area that is an area affected by the radiation emitted, a cross-section that satisfies a certain condition and that passes through two points, the first area and the second area being specified by volume data and the two points being a first point included in the first area and a second point included in the second area. The processing circuitry causes a display to present an image of the cross-section.",Medical image processing apparatus,A61N
11219426,"A method and system for determining an irradiation dose. The method for determining the irradiation dose includes determining a pixel having a biological feature in a region of interest in a radiotherapy simulated locating image by using a retrospective label; extracting a local radiomics feature based on the pixel having the biological feature, in which the local radiomics feature includes a grayscale histogram intensity, a tumor shape feature, a textural feature, a Laplacian of Gaussian filtering feature, and a wavelet feature; acquiring the local radiomics features to be measured; identifying a positive region having the local radiomics features to be measured based on the local radiomics features; performing three-dimensional reconstruction for the peripheral boundary of the positive region to determine a three-dimensional image.",Method and system for determining irradiation dose,A61N
11219439,The use of red or near infrared light upon neurons of the lumbar plexus that are in distress due to retraction-induced ischemia. The surgeon may protect nerves made ischemic in the surgery by:      ,NIR/RED light for lateral neuroprotection,A61N
11219484,The invention comprises novel microwave antennas wherein the microwave field profile generated by an antenna is tailored and optimized for a particular clinical application. The antennas disclosed herein incorporate one or more additional elements called shaping elements that use unique properties of microwaves such as interaction of a microwave field with one or more conductive or non-conductive elements to shape or redistribute the microwave field. Such shaping elements may be used to reduce the undesired backward coupling of the emitted microwave field to the transmission line. Such shaping elements may be used to increase the power efficiency of the antenna. The invention also discloses devices and methods for treating tissue with microwave energy emitted from the antennas for use in applications such as destroying a soft tissue by microwave ablation.,Methods and devices for delivering microwave energy,A61N
11219485,"In one aspect, devices for light treatment of skin are described herein. A device described herein, in some embodiments, comprises an interior compartment having a proximal end and a distal end, and an optical aperture disposed at the distal end. The device also comprises a laser or BBL source that produces a laser or BBL beam. The laser or BBL beam has a first optical path within the interior compartment, between the proximal end and the distal end. Additionally, the first optical path exits the interior compartment through the optical aperture. The device further comprises a camera that receives light from the aperture. The light received from the aperture has a second optical path within the interior compartment. Further, a selectively reflective optical element is disposed in the first and second optical paths. The selectively reflective optical element generally transmits the laser or BBL beam but generally reflects at least a portion of the light from the aperture toward the camera.",Devices for image-guided light treatment of skin,A61N
