patent_id,patent_abstract,patent_title,cpc_subclass
11213602,"An essential oil reflux-type atomizer comprising the following structures: a chassis, housing, atomization chamber, gas pump, gas tube, gas nozzle, oil nozzle, and filter atomization mechanism. Oil and gas flow together at the gas and oil nozzles to disperse and atomize the oil in the gas flow. A heater is used to raise the temperature of the oil where it is atomized, either by heating the oil itself or by heating the gas flowing into the oil. Thus, the atomizer can have improved performance, especially with essential oils having high viscosity and molecular weight.",Multi-oil diffuser,A61L
11213603,Disclosed herein is a forced irradiated air shielding mechanism that is an effective protective measure against Covid-19. The UV-C irradiated forced air flow face shield described herein is compact enough to be camouflaged under a cap. In this work it is mathematically proven that the described UV-C irradiated forced air flow face shield by itself provides more effective protection against the Covid-19 or similar airborne pathogens. The shield can be enabled using a mercury discharge tube or light emitting diode (LED) irradiator. Computational fluid dynamics is presented to show that positive irradiated air pressure ensures that the only air breathed by the wearer is irradiated. Also presented is a face shield testing apparatus.,Ultraviolet-c (UV-c) light emitting diode (LED) irradiated forced airflow face shield,A61L
11213604,"The invention relates to a composition for dressing cutaneous lesions, in particular cutaneous leishmanial lesions or cutaneous lesions due to actinic keratosis, comprising, based on the total weight of the composition:—10.0 weight percent to 35 weight percent of a one or more diols, selected from the group comprising 1,2-propylene glycol, 1,2-pentanediol, 1,3-butanediol and 2,2′-[Ethane-1,2-diylbis(oxy)]di(ethan-1-ol),—2.0 weight percent to 20 weight percent of at least one first film-forming agent, selected from one or more of a cellulose derivative, hemicellulose, a hemicellulose derivative, chitosan, a chitosan derivative, or oligoglucosamines,—0.2 to 25.0 weight percent of at least one elastic second film-forming agent, selected from one or more thickening agents,—0.2 to 25.0 weight percent of one or more polymeric surfactants,—0.005 to 0.5 weight percent chlorate-free chlorite,—water adding up to 100.0 weight percent.",Composition for dressing cutaneous lesions and manufacturing method thereof,A61L
11213605,"The present disclosure relates to a hydroxyapatite obtained from porous wood, having high compressive strength and dimensions suitable for clinical applications. The porous wood has a porosity of between about 60% and about 95%, said porosity being measured after subjecting the wood to a step of pyrolysis, and is selected from among rattan, pine, abachi, balsa, sipo, oak, rosewood, kempas and walnut wood. The hydroxyapatite may be substituted with one or more ions such as magnesium, strontium, silicon, titanium, carbonate, potassium, sodium, silver, gallium, copper, iron, zinc, manganese, europium, gadolinium. Also disclosed is a bone substitute comprising hydroxyapatite obtained from porous wood. The bone substitute is utilized for the substitution and regeneration of a bone or a bone portion, preferably for bones subjected to mechanical loads, such as long bones of the leg and arm, preferably the tibia, fibula, femur, humerus and radius. The invention relates also to a process for manufacturing a biomorphic hydroxyapatite scaffold from wood.",Large 3D porous scaffolds made of active hydroxyapatite obtained by biomorphic transformation of natural structures and process for obtaining them,A61L
11213606,"Soft hydrophobic acrylic materials with improved resistance to fluid diffusion and suitable mechanical properties that allow deformation upon application of force are disclosed. The acrylic materials are particularly suitable for use in fluid-based accommodating intraocular lenses and comprises combination of a perfluoro-substituted alkyl (meth)acrylate and an alkyl (meth)acrylate, and a cross-linking agent.",Soft hydrophobic acrylic materials,A61L
11213607,"The invention provides a cell binding composition comprising a shear thinning gel wherein the shear thinning gel having attached to it one or more cell selective binding agents, or the shear thinning gel having dispersed therein a plurality of gel beads, the gel beads having attached to them one or more cell selective binding agents.Methods of enriching cells using the compositions and using the cells to treat injury or disease are also provided.",Cell purification and delivery using shear thinning gel,A61L
11213608,"Described herein are gelatin nanoparticles including their use in a composition. The composition may comprise a plurality of gelatin nanoparticles, at least one polymer, and water. In some embodiments, the composition comprises cells. The composition may be in the form of a hydrogel. Methods of using such gelatin nanoparticles and/or compositions are also described.",Compositions including gelatin nanoparticles and methods of use thereof,A61L
11213609,"A spherical particle comprising decellularized omentum being between 1 nM-300 μM in diameter is disclosed. In some embodiments, the particle comprises biological cells. In other embodiments, the particle comprises a biomolecule. Uses of the particles are also disclosed.",Particles comprising decellularized omentum,A61L
11213610,"Compositions and blends of biopolymers and bio-acceptable polymers are described, along with the use of benign solvent systems to prepare biocompatible scaffolds and surgically implantable devices for use in supporting and facilitating the repair of soft tissue injuries.",Biopolymer scaffold implants and methods for their production,A61L
11213611,"Methods for treating a bioprosthetic tissue and treated bioprosthetic tissue are described. The methods comprise contacting the biological tissue with an anchor compound, the anchor compound comprising first and second functional groups. The first functional group is reactive with and couples a tissue functional group associated with the biological tissue. The second functional group is one of a bio-orthogonal binding pair. The biological tissue coupled to the anchor compound is then exposed to a linking compound. The linking compound comprises at least two functional groups, each comprising the other one of the bio-orthogonal binding pair. In a preferred embodiment, the bio-orthogonal binding pair is an azide and an acetylene. The method can be performed in the presence of a catalyst, preferably a copper catalyst. Alternatively, the method can be performed in the absence of a catalyst, wherein the acetylene is incorporated in a ring-strained cyclic compound, such as cyclooctyne.",Cross-linked bioprosthetic tissue using bio-orthogonal binding pairs,A61L
11213612,A hybrid scaffold is disclosed which is made of materials that define peripheral layers designed to interface with the tissues in the implant site and one or more intermediate layers. The materials are combined to give the scaffold mechanical properties suitable for withstanding the stresses of the implant site. The materials are fibroin for the peripheral layers and polyurethane combined with fibroin for each intermediate layer.,Hybrid scaffold suitable for regenerating animal tissues and process for producing the scaffold,A61L
11213613,"Provided is a three dimensional tissue scaffold comprising a stem cell attracting element associated with a matrix, and fusion protein of stem cell attracting factor and collagen-binding domain, and methods of uses thereof.",Three-dimensional tissue scaffold with stem cell attracting element and use thereof,A61L
11213614,"Biphasic tissue constructs that include a scaffold having one or more channels, a vascular portion comprising a hydrogel at least partially disposed in the one or more channels, and a first bioactive growth factor and a second bioactive growth factor different from the first bioactive growth factor, the first bioactive growth factor localized to the scaffold and the second bioactive growth factor localized to the vascular portion. The first bioactive growth factor may be bone morphogenetic protein 2 (BMP2) peptide and the second bioactive growth factor may be vascular endothelial growth factor (VEGF) peptide.",Vascularized biphasic tissue constructs,A61L
11213615,"Described herein is a composition for submucosal injection comprises a biocompatible modified starch and a pharmaceutically acceptable carrier for injection. The biocompatible modified starch is in an amount ranging from 0.2 wt % to 50 wt % of the total weight of composition. The biocompatible modified starch is selected from one or more of the group consisting of: etherified starches, esterified starches, cross-linked starches, pre-gelatinized starches, graft starches and composite modified starches, which has a molecular weight ranging from 3,000 to 2,000,000 daltons, a water absorbency capability of at least twice of its own weight, and a particle size from 500 nm to 1000 μm. The viscosity of the composition ranges from 9 mPa·s to 150,000 mPa·s at 25° C. The present disclosure also provides a combination reagent for submucosal injection, comprising the above-mentioned biocompatible modified starch and the pharmaceutically acceptable carrier for injection.","Composition for submucosal injection, reagent combination, and applications thereof",A61L
11213661,"The present invention relates generally to expandable medical devices including a light-activated shape-memory polymer. In certain embodiments, the devices include, for example, balloon catheters, used to treat narrowed or obstructed portions of a body vessel, and retrieval devices, used to remove obstructions from a body vessel. Certain aspects of the invention relate to methods of manufacturing and using such devices.",Expandable medical device and method of use thereof,A61L
11213695,"An illuminated bandage and method of disinfecting a wound. The illuminated bandage includes a power source, a light source coupled to the power source to generate light and a patch. The patch includes a supporting medium and at least one light diffusing element in the supporting medium and optically coupled to the light source. The light diffusing element outputs light to promote a photochemical reaction to disinfect a wound surface proximate thereto.",Illuminated bandage and method for disinfecting a wound,A61L
11213866,A non-hazardous cleaning solution/process has been developed to remove oxide residues from the surface of blackened needles. Low concentrations of citric acid solution are mixed with blackened needles and treated in an ultrasonic tank for short period of time (<5 minutes). The oxide residues are substantially removed.,Non-hazardous cleaning solution and process for cleaning blackened needles,A61L
11214395,"Only a bottle properly preliminarily heated is sterilized by hydrogen peroxide. Temperature inspection to the bottle is performed while travelling the bottle. During the inspection, a bottle of which temperature does not reach a predetermined temperature is removed and a bottle of which temperature reaches the predetermined temperature is continuously travelled, hydrogen peroxide condensed mist α is blown toward a mouth portion 1a of the bottle by a spray tube 59 disposed at a predetermined position, and hot air is blown into the bottle from the nozzle while the nozzle 64 following the mouth portion of the bottle. According to such operation, only the bottle properly heated can be sterilized by the hydrogen peroxide, Thereafter, beverage fills the bottle, which is then sealed.",Beverage filling method and apparatus,A61L
11214503,"A disclosed system includes one or more ozone generators disposed and a fluid mixer configured to inject ozone generated by the one or more ozone generators into water received from a water source via a water inlet to produce an aqueous ozone solution that is output via an aqueous ozone solution outlet. The aqueous ozone solution outlet is fluidically coupled to a splitter. The system further includes a janitorial fill station with a first faucet fluidically coupled to a first output of the splitter and configured to dispense a first portion of the aqueous ozone solution, a carbon filter fluidically coupled to a second output of the splitter and configured to reduce an ozone concentration of a second portion of the aqueous ozone solution to produce purified water for consumption, and a second faucet fluidically coupled to the carbon filter and configured to dispense the purified water.",Janitorial fill station with aqueous ozone solution and purified water faucets,A61L
11214653,"Disclosed are solid or semisolid compositions the including finely divided particles and a water-soluble matrix that dissolves and disperses the particles when in contact with water. Also disclosed are kits for reducing and/or inhibiting odor formation on garment. The kit include one or more containers, wherein at least one of the one or more container includes solid or semisolid compositions the including finely divided particles and a water-soluble matrix that dissolves and disperses the particles when in contact with water. An edible silver delivery system including the compositions is disclosed as are methods of delivering silver to a subject in need thereof.",Water-soluble solid or semi-solid dispersion of particles,A61L
11214656,"A preparation method of a cross-linked sodium hyaluronate gel is disclosed, which including: preparing an alkaline aqueous solution of hyaluronic acid: formulating a sodium hyaluronate alkali liquor with the concentration of 10-30% g/ml; and carrying out a cross-linking reaction: the cross-linking agent used in the cross-linking reaction being divinyl sulfone or 1,4-butanediol diglycidyl ether, the cross-linking reaction being carried out in an alkaline aqueous solution of hyaluronic acid, the reaction temperature of the cross-linking reaction being 20-40° C., the time of the cross-linking reaction being 4-8 h, and the like. The method of this invention has many advantages, such as easily available raw materials, mild reaction conditions, high cross-linking efficiency, simple process and post-treatment, and easy operation. The obtained cross-linked sodium hyaluronate has a three-dimensional network structure by the crosslinking reaction with good mechanical properties, and can be used as a good drug carrier and a tissue engineering scaffold material.",Preparation method of cross-linked sodium hyaluronate gel,A61L
11214664,"The present invention relates to a method of preparing reduced graphene oxide, incorporation of the reduced graphene oxide into polyisoprene latex to provide a polyisoprene latex graphene composite and elastomeric articles prepared using the polyisoprene latex-graphene composite. In particular, the reduction of graphene oxide is accomplished without the use of strong reducing agents and organic solvents and incorporation of the reduced graphene oxide into polyisoprene latex is accomplished using room temperature latex mixing method or hot maturation. The resultant composite exhibits good colloid stability, and polyisoprene latex films produced the composite exhibit good mechanical properties with improved ageing resistance.",Polyisoprene latex graphene composites and methods of making them,A61L
11214715,"The present application discloses an adhesive composition comprising a polymer of the formulae A, B and C: and methods for using the adhesive composition.      ",Ionic polymers and their use as wet-adhesives and coatings,A61L
11214722,"A portable, heated scent, odor, and/or molecule dispense system is provided, as well as devices and methods for doing the same. The portable systems and methods to dispense molecules may contain a liquid, gel, solid, foam, or other material-based formulation so as to attract, repel, kill, mask, or otherwise use the molecules. The portable system and methods may include a housing; a molecule holding pad in the housing; a first chemical reaction heat source in the housing; and a second chemical reaction heat source in the housing, wherein the molecule holding pad is arranged between the first chemical reaction heat source and the second chemical reaction heat source, and wherein the first chemical reaction heat source and the second chemical reaction heat source are each reactive to oxygen.",Systems and methods for molecule dispensing,A61L
11214768,"Methods of tissue engineering, and more particularly methods and compositions for generating various vascularized 3D tissues, such as 3D vascularized embryoid bodies and organoids are described. Certain embodiments relate to a method of generating functional human tissue, the method comprising embedding an embryoid body or organoid in a tissue construct comprising a first vascular network and a second vascular network, each vascular network comprising one or more interconnected vascular channels; exposing the embryoid body or organoid to one or more biological agents, a biological agent gradient, a pressure, and/or an oxygen tension gradient, thereby inducing angiogenesis of capillary vessels to and/or from the embryoid body or organoid; and vascularizing the embryoid body or organoid, the capillary vessels connecting the first vascular network to the second vascular network, thereby creating a single vascular network and a perfusable tissue structure.",Methods of generating functional human tissue,A61L
11214769,"Provided herein are methods and compositions relating, in part, to the generation of human progenitor cells committed to the lung lineage and uses of such cells for treatment of lung diseases/disorders or injury to the lung. Whether an adult stem cell can be isolated from human adult lung remains controversial in the art and at present, methods for isolating and using adult lung stem cells from humans lack reproducibility. Thus, the methods and compositions described herein are advantageous over the present state of knowledge in the art and permit the generation of human lung progenitor cells for treatment, tissue engineering, and screening assays.",Isolated human lung progenitor cells and uses thereof,A61L
11214771,"The present invention provides a method for producing neural cells or a neural tissue, including the following steps (1)-(3):",Production method for nerve tissue,A61L
11214772,"The present invention provides a method for producing retinal cells or a retinal tissue, comprising the following steps (1)-(3):",Production method for retinal tissue,A61L
11214917,The present invention relates to a method of obtaining a solid material based on a polymer having its cellobiose units exhibiting the following characteristics:      ,"Oxidized cellulose-based material, method for obtaining same and use thereof as compress",A61L
11215145,A vehicle system includes a tank for storing an aqueous solution; and a UV light decontamination module configured for decontaminating aqueous solution stored in the tank. The UV light decontamination module is arranged in a wall of the tank. The UV light decontamination module includes a light source compartment which is accessible from an external area outside of the tank; and a light transmission member configured to transmit UV light from the light source compartment to a liquid space in fluid communication with aqueous solution stored in the tank. The light source compartment includes a light source to emit UV light through the light transmission member to the liquid space.,System and method for injecting an aqueous solution on-board a vehicle,A61L
11215546,"The invention generally provides systems and methods for particle detection for minimizing microbial growth and cross-contamination in manufacturing environments requiring low levels of microbes, such as cleanroom environments for electronics manufacturing and aseptic environments for manufacturing pharmaceutical and biological products, such as sterile medicinal products. In some embodiments, systems of the invention incorporate a housing having an outer surface being a first antimicrobial surface and a touchscreen being a second antimicrobial surface. In some embodiments, substantially all of the outer surfaces of the system are antimicrobial surfaces. In some embodiments, the first antimicrobial surface may comprise an Active Screen Plasma alloyed layer. In some embodiments, the housing may comprise a molded polymer substrate and a metal coating layer bonded to the molded polymer substrate such that at least some exterior surfaces of the housing are metal coated surfaces.",Antimicrobial particle detectors,A61L
11219435,"A method for use in a lung access procedure to aid in preventing pneumothorax includes providing a cannula having a pair of balloons, the pair of balloons including a first balloon longitudinally spaced from a second balloon along the cannula; inserting the cannula along an access opening and through pleural layers, with the first balloon and the second balloon of the pair of balloons respectively positioned on opposite sides of the pleural layers; inflating the pair of balloons with a first amount of a two-component sealant to compress the pleural layers together; and inflating the pair of balloons with a second amount of the two-component sealant that is sufficient to rupture the pair of balloons so as to comingle a first sealant component and a second sealant component of the two-component sealant at the site of the pleural layers so as to adhere the pleural layers together.",Method and system for use in a lung access procedure to aid in preventing pneumothorax,A61L
11219436,"Provided are tissue repair and sealing devices, and methods for the use of tissue repair and sealing devices, for use in both minimally invasive surgical (MIS) procedures and open, non-MIS procedures to rapidly repair tissue fenestrations and create a pressure-resistant, watertight seal in a tissue barrier. Tissue repair and sealing devices disclosed herein comprise an integrated graft and deployable clasp assembly and an applicator assembly having a clasp retain and release member that is slidably connected to a folded, deployable clasp. The applicator assembly places a graft on a tissue inner surface and a deployable clasp on a tissue outer surface to secure the graft to the tissue inner surface to, thereby, repair a tissue fenestration and create a watertight barrier.",Tissue repair and sealing devices having a detachable graft and clasp assembly and methods for the use thereof,A61L
11219446,"The guidance and positioning device may be a system for creating a passage in tissue, positioning fasteners or other implants, and tensioning an elongated fastening member, like a suture, thread, wire, or pin. In some embodiments, the device may allow for the implantation of multiple sutures and fasteners in tissue. A fastener may be positioned at the distal end of a flexible pushrod. The fastener may be connected with the pushrod or may be loosely fitted with the distal end of the pushrod. A suture may be looped through or connected with the fastener such that one, two, or more sections, legs, strands, or portions of the suture extend from the fastener.",Deformable fastener system,A61L
11219456,"A surgical staple cartridge is disclosed comprising a strip of staples removably stored within the surgical staple cartridge. The strip of staples comprises a plurality of staples, a base strip, and a plurality of connector portions joining the staples to the base strip.",Surgical staple strips for permitting varying staple properties and enabling easy cartridge loading,A61L
11219468,"A trocar assembly includes a housing, an elongated cannula extending from the housing to an insertion tip, and skirt. The skirt has a leading end portion and a trailing end portion. The leading end portion is secured to the insertion tip. The skirt has an outer surface supporting an antimicrobial material and an inner surface supporting a medical adhesive material.",Trocar assembly with antimicrobial skirt,A61L
11219499,"A medical device holder includes a one-piece holder body having end walls, and side walls, extending vertically upward from a base. The end walls are oriented parallel to one another, and the first and the second side walls are oriented so as to converge toward one another in a direction of an opening. A plurality of medical device storage slots are formed by a plurality of internal vertical walls, and a plurality of elongate medical devices wound in opposition to an internal unwinding bias are trapped within the plurality of medical device storage slots.",Medical device holder and assembly,A61L
11219520,"An embodiment includes individual SMP foams that radially expand and fill gaps around a heart valve that may be improperly seated, in an unusual cross section, or has poor apposition against a calcified lesion. Other embodiments are described herein.",Shape memory polymer foams to seal space around valves,A61L
11219539,"The present invention relates to absorbent articles for solving the problem of stopping the excessive accumulations of sweat from building up inside a prosthetic liner. The four layers of materials include: a first layer of a cellulose pulp material having a thickness use for a desired absorbency, a second layer of a wicking cloth material having a thickness use for a desired absorbency, a third layer of a non-toxic double side adhesive tape material one side will stick to both layer, and a fourth layer that is the opposite side which are cover with paper material that can be peeled from the third layer to adhere the inside of a prosthetic liner base sheet to stop the excessive accumulation build-up of sweating.",Dry absorbent layer system,A61L
11219543,"An implant configured for ingestion by a patient. After the implant has been swallowed by the patient and is disposed within the target location, e.g. the patient's stomach, an inflation subcomponent causes the implant to expand from a compact delivery state to an expanded, volume-occupying, deployed state. In the deployed state the implant creates a sensation of satiety in the patient stomach and thereby aids in limiting food intake and obesity. After a predetermined time a deflation subcomponent is actuated and the implant reduces in size so as to allow it to pass through the remainder of the patient's digestive track. The device may further incorporate tracking and visualization subcomponents, as well as pharmaceutical delivery subcomponents.",Intragastric device,A61L
11219552,"An implantable device comprising a substrate capable of capturing an intraocular target molecule and to methods of use thereof. The substrate may be capable of capturing a target molecule present in the eye and/or from fluid of the eye (e.g., an intraocular target molecule). In some embodiments, the substrate has a relatively high affinity for a target molecule.",Intraocular filter device and methods of using same,A61L
11219639,"According to the present invention there is provided a polymer comprising at least one antiseptic/analgesic/anti-inflammatory monomeric unit in conjunction with at least three further monomeric units, said three further monomeric units eliciting properties selected from the group consisting of: temperature activation, water solubility, mechanical strength, protein/polysaccharide bonding capacity, and combinations thereof. In particular, disclosed herein is a polymer, wherein: the water-soluble monomeric unit is a hydrophilic ethylene glycol (OEGMA) moiety; the mechanical strength-conferring monomeric unit is polylactide-co-2-hydroxy-ethyl-methyl acrylate (PLA/HEMA); the protein-reactive monomeric unit is an N-acryloxysuccinimide (NAS) moiety; and the thermosetting monomeric unit is an N-isopropyl acrylamide (NIPAAm) moiety. The anti-septic/analgesic/anti-inflammatory monomeric unit comprises a methacrylic ester derivative of salicylic acid (5-HMA or 4-HMA, or a combination thereof).",Antiseptic polymer and synthesis thereof,A61L
11219647,Described herein are compositions composed of micronized placental components and pharmaceutical compositions thereof. The compositions have numerous medical applications. Methods for making and using the micronized compositions are also described herein.,Micronized placental tissue compositions and methods of making and using the same,A61L
11219665,"The present invention provides a method for preparing a bone protein preparation which contains for example growth factors. The present invention also provides a bone protein preparation obtained by the method and paste, putty, pellet, disc, block, granule, osteogenic device or pharmaceutical composition containing said bone protein preparation.",Method for preparing a bone protein preparation and a bone protein preparation,A61L
11219699,A portable light fastening assembly for use with the human interface of an electronic device includes a lamp housing and an adjustable attachment device extending from the lamp housing. An ultra-violet (UV) light source is at least partially enclosed in the lamp housing such that the adjustable attachment device includes an engagement member and a receptacle housing such that the engagement member can be removably fastened within the receptacle housing for holding the lamp housing in a fixed position.,Standalone portable UV lamp,A61L
11219700,"A system and method for disinfecting hard surfaces in an area such as a hospital room including a light source emitting UV light and a reflector mounted behind the light source for concentrating and directing the light toward a target. The light source and reflector rotate to direct the concentrated beam around a room, thereby making more efficient use of the energy being emitted.",Hard surface disinfection system and method,A61L
11219701,An air sanitizer generates active airflow utilizing ultraviolet spectrum of light in the UV-C band (200-280 nm). The source of the UV-C is an array of light emitting diodes (LED) that shine the UV-C down a housing of the air sanitizer. A fan draws the contaminated air into the housing. The contaminated air is sanitized by the UV-C light inside the housing and is expelled through apertures at the other end of the housing. Leaking of the potential harmful UV-C light outside of the housing is eliminated by an optical baffle covering the apertures. The electronics design for the air sanitizer contains an LED driver with temperature compensation to optimize the service life of the LEDs. A UV light flux detector facing the UV-C LEDs measures the relative reduction of UV light flux over time and reports the efficacy of the UV-C LEDs during the operation of the air sanitizer.,Ultraviolet C-band air sanitizer,A61L
11219702,Provided is a compression resistant implant configured to fit at or near a bone defect to promote bone growth. The compression resistant implant comprises a biodegradable polymer in an amount of about 0.1 wt % to about 20 wt % of the implant and a freeze-dried oxysterol in an amount of about 5 wt % to about 90 wt % of the implant. Methods of making and use are further provided.,Implants having a drug load of an oxysterol and methods of use,A61L
11219703,"The invention relates to a scaffold material comprising a plurality of particles of a highly porous polymeric material, characterized in that said scaffold material becomes a shapeable paste once hydrated. The specific features of the particle material impart a special behavior to the scaffold, which can be easily shaped and even highly reversibly compressed, so that in certain aspects it can, if needed, be injected, said capacity to be shaped being maintained over a high range of hydration conditions. A particular aspect of the invention relates, therefore, to the use of such scaffold material for the manufacturing of shapeable body implants, such as breast implants, to the shapeable body implants themselves as well as to non-invasive methods for using thereof in creating or reconstructing a three-dimensional volume in a subject's body part.",Shapeable scaffold material and uses thereof,A61L
11219704,"A composite dura substitute implant for implantation at a dura defect site having a porous layer that provides an osteoconductive scaffold for bony ingrowth, a porous layer that provides a scaffold for regeneration of collagen at a dura surface, and an intervening layer for preventing cerebrospinal leakage is disclosed. The composite dura substitute implant facilitates regeneration of dura mater and promotes osteointegration with bony tissue. Methods of manufacturing such an implant and methods of treatment using such composite dura substitute implants are further disclosed.",Composite dura substitute implant,A61L
11219705,A vascular access device includes an antimicrobial coating that provides kink resistance to a catheter. The antimicrobial coating can extend along a length of the catheter to provide antimicrobial protection when the catheter is inserted into the patient's vasculature. The antimicrobial coating can also increase the effective diameter of the catheter to minimize the likelihood that the catheter will become kinked.,Antimicrobial coating forming kink resistant feature on a vascular access device,A61L
11219706,"Provided are formulations and related methods, for coating or impregnating a medical device, as well as a coated or impregnated medical device, for example, a device that is a catheter or cannula, where a different formulation may be used for interior surface of device and for exterior surface of the device.",Enhanced formulations for coating medical devices,A61L
