patent_id,patent_abstract,patent_title,cpc_subclass
11213309,"A medical probe includes a shaft for insertion into a cavity of a patient body, and a distal-end assembly. The distal-end assembly is coupled to a distal end of the shaft and includes a hollow tube having (i) a first opening, located at a first section along a longitudinal axis of the hollow tube, and having a first size that limits bending of the first section by a first local radius of curvature (LROC), and (ii) a second opening, located at a second different section along the longitudinal axis of the hollow tube, and having a second different size that limits bending of the second section by a second different LROC.",Medical probe having improved maneuverability,A61M
11213315,"Medical guidance device capable of improving precision and accuracy of medical surgery by ensuring accurate and consistent placement of the medical guidance device, as well as communication with surgery planning software and/or three-dimensional spatial software to determine insertion of the needle into the patient.",Method and apparatus for a medical guidance device,A61M
11213316,"A gasket for creating a fluid seal in a medical device includes a flexible base, a flexible hollow body, and a multi-leaflet valve. The flexible hollow body extends along an axis from a hole defined in the flexible base. The flexible hollow body is configured to have a relaxed state in which a cross section of the flexible hollow body has a first shape and a compressed state in which the cross section of the flexible hollow body has a second shape. The multi-leaflet valve is disposed in the flexible hollow body. The compressed state causes the multi-leaflet valve to close to increase (a) a first threshold force or a first threshold pressure differential needed to open the multi-leaflet valve in a distal direction and (b) a second threshold force or a second threshold pressure differential needed to open the multi-leaflet valve in a proximal direction.",Gasket with multi-leaflet valve for surgical port apparatus,A61M
11213317,"Trocar components and methods of use are described, wherein the trocar components are configured to provide access to intraperitoneal space via the rectouterine pouch to surgical tools, which optionally include one or more surgical robot members. The surgical tools are optionally 5 mm or more in diameter. In some embodiments, a cannula part has a lumen sized to provide to a plurality of the surgical tools simultaneous transvaginal access to the intraperitoneal space via the rectouterine pouch. In some embodiments, an incision sized to receive a distal aperture of the cannula is created, optionally using one or two dilators. The dilators are sized to create (optionally starting from a puncture by a needle 2 mm in diameter or less) an oblong aperture. In some embodiments, the oblong aperture is at least twice as wide across a long diameter as across a short diameter.",Tools and methods for vaginal access,A61M
11213318,"One embodiment is directed to a system for deploying a device to a distal location across a vessel, comprising an elongate introducer sheath tubing member comprising open-cell fibrous wall material defining a lumen therethrough, wherein in a collapsed configuration the sheath has a first cross-sectional outer diameter and a first lumen inner diameter, and in an expanded configuration, the sheath has a second cross-sectional outer diameter and a second lumen inner diameter; and a substantially non-porous expandable layer coupled to a proximal portion of sheath and configured to prevent fluids present in the lumen from crossing the fibrous wall material. Also disclosed is a delivery assembly comprising an obturator which releasably captures the distal portion of an introducer sheath which obturator can be removed after the sheath is deployed to a desired location.",Expandable introducer sheath and method,A61M
11213321,"According to some embodiments, a method of treating a skin surface of a subject comprises heating a skin surface, abrading native skin tissue of a subject using a microdermabrasion device, wherein using the microdermabrasion device comprises moving the microdermabrasion device relative to the skin surface while simultaneously delivering at least one treatment fluid to the skin surface being treated and cooling the abraded skin surface.","Devices, systems and methods for treating the skin",A61M
11213344,"Apparatus, including a guidewire, having a distal end dimensioned to penetrate into a nasal sinus and a balloon, which is fitted over the guidewire in proximity to the distal end. There is an inflation channel, which runs along the guidewire and is coupled to convey a pressurized fluid into the balloon so as to inflate the balloon. The apparatus also includes a first electrode, fixedly attached to a distal tip of the guidewire, and a second electrode, fixedly attached to the guidewire at a location proximal to the distal tip. There are conductive leads running along the guidewire and coupled to apply an electrical potential between the first and second electrodes.",Guidewire with ablation and coagulation functionality,A61M
11213346,"The present invention is directed to a system, a method and a catheter that provide improved ablation capabilities and improved energy efficiency by selectively energizing catheter electrodes on the basis of impedance measurements. In particular, the invention is directed to the selective energization of catheter radial electrodes that together with a tip electrode form a generally continuous tissue contact surface, wherein the selection is made on the basis of impedance measurement as an indication of the amount of tissue contact of each radial electrode.",System and method for selectively energizing catheter electrodes,A61M
11213348,"A sphincterotome device can be used to achieve appropriate positioning within the biliary duct during cannulation. The sphincterotome device enables performance of a “double-wire” or multiple wire procedure without the need for removal and reintroduction of the sphincterotome device, thereby allowing for a shorter procedure.",Sphincterotome device and methods and uses thereof,A61M
11213362,"An assembly for driving linear movement and roll movement of an elongate surgical tool, comprising: an elongate shaft comprising a central lumen extending along the shaft long axis; the elongate shaft comprising a plurality of apertures extending across walls of the elongate shaft and into the central lumen; a set of wheels positioned opposing each other and aligned on two sides of the central lumen, the set of wheels at least partially extending through the apertures beyond the walls of the elongate shaft and into the central lumen to contact an elongate surgical tool received therein; the set of wheels being coupled to the elongate shaft and configured to rotate with the elongate shaft as a single unit when the elongate shaft is rotated about the shaft long axis.",Device for automatically inserting and manipulating a medical tool into and within a bodily lumen,A61M
11213363,This disclosure covers various concepts to use for obtaining measurement of tension in catheter pullwires to improve controllability of a robotic surgical system.,Catheter tension sensing,A61M
11213365,"An arthrocentesis kit and method for using the kit including a procedure tray having all the necessary contents in one tray to reliably perform an arthrocentesis procedure and deliver the fluid samples to a laboratory for analysis, allowing the physician to order delivery of the tray and perform the procedure at the bedside of the patient by using the tray to simultaneously collect and send the synovial fluid collected to a laboratory for all diagnostic testing, thus enhancing the reliability of proper diagnosis thereby allowing crucial orthopedic surgeons, rheumatologists, internists, emergency room physicians and family practitioners to minimize mistakes caused by delays and mistakes attributable to not having all the arthrocentesis kit tools together and readily available for bedside or emergency room treatment. The instant invention also allows a physician to dispose safely excess fluid in the reservoir, which takes advantage of the fact that bodily fluids quickly solidify into waste fluid for controlled disposal.",Arthrocentesis kit device,A61M
11213376,"An oral irrigator has a removable reservoir defining a reservoir cavity, a base unit housing a motor and a pump, and a handle for directing fluid flow from the pump removably connected to the base unit and fluidly coupled to the pump by a hose. The handle has a housing defining a slot formed in an outer wall of the housing. The slot is bounded by two opposing walls spaced apart from each other and a transverse wall at a terminal interior end of the opposing walls. The outer wall of the housing is open to the slot at lateral sides of the two opposing walls and at a base end of the opposing walls opposite the transverse wall.",Reduced form factor oral irrigator,A61M
11213377,"Method and device to inject fluid into animals through a sterile needle, requiring control of fluid volume, flow rate of injection, accuracy of injection site, depth of penetration, disposal administration of consumable materials and quality control of the fluid and fluid administration using a portable applicator controlled by an external software controlled pump and controller system used in administering fluid medications, organic castration compounds and other fluids to be administered to live animals.",Integrated fluid administration system,A61M
11213410,"A system and method for maintaining a patent paranasal sinus ostium includes delivering a tubular element in an insertion state to the sinus ostium. The tubular element includes a proximal end, a distal end, and a center region between the proximal end and the distal end. The method includes expanding the tubular element from the insertion state to a deployment state when the tubular element is located in the sinus ostium. In the deployment state, the center region confronts the sinus ostium with an outward radial force. Other embodiments are disclosed.",Device for maintaining patent paranasal sinus ostia,A61M
11213411,"A shape memory material-based minimally invasive implantation with end part self-expanding structure, and an implant having the structure. The implant includes an actuating component; the implant has a first shape and a second shape, and comprises a central part and multiple end parts which are substantially symmetrically distributed; the second shape has a larger area than the first shape; the actuating component is able to enable the end parts to move along a direction away from the central part of the implant, so that the implant is transformed from the first shape to the second shape. The present invention can allow an implant to have a small size before it is implanted and to be expanded into a structure having a larger size after implantation.",Shape memory material-based minimally invasive implantation with end part self-expanding structure,A61M
11213412,"The present disclosure provides medical devices, systems and methods and in particular to devices and methods useful for anchoring graft materials to bodily structures.","Graft anchor devices, systems and methods",A61M
11213414,"The present disclosure relates generally to controlled extension medical stents, and more particularly to controlled extension devices positioned in the body to stent the ureter and facilitate drainage from the kidney to the bladder.",Controlled extension stent,A61M
11213415,"Medical device delivery systems and methods are disclosed. In various examples, the medical device delivery system (1000) includes an elongate element (1100) including an olive (1200). The olive (1200) includes an opening that exposes a lockwire (1300) extending through a lumen of the olive (1200) such that a linking element (1500) can be coupled to the portion of the lockwire (1300) exposed by the opening, wherein the linking element (1500) provides a coupling to a medical device (1400).",Medical device delivery systems and methods,A61M
11213424,"An aid for dispensing eye drops to improve adherence. The aid, which may be integrated into an eye drop bottle (10) or be separately attached, aligns the eye drop container to better dispense eye drops, while resting the engagement surface (55) of an alignment structure (50) upon the bridge of a user's nose (80), supporting the eye drop container and not intruding upon the temporal half of the field of view of the user's eye.",Eye drop dispensement aid,A61M
11213425,"Provided herein are vitrectomy instruments and related systems and methods in which example vitrectomy instruments have multiple rotating cutting edges for severing vitreous fibers. An example vitrectomy instrument may include a handle; an outer tube; and an inner tube configured to be rotated within the outer tube in multiple oscillating rotational cycles. The outer tube may include a port disposed at a distal end thereof. The inner tube may include at least first and second forward cutting edges, so that rotation in a first rotational direction results in both the first and second forward cutting edges cutting vitreous fibers drawn into the port. The inner tube may also include one or more backward cutting edges, so that rotation in a second rotational direction results in one or more backward cutting edges cutting vitreous fibers drawn into the port. Additional forward and/or backward cutting edges may be provided.",Vitrectomy instrument with multiple rotating cutting edges,A61M
11213430,"Embodiments are generally directed to a securable inner drug delivery plug or stopper that is configured to be inserted into, and secured (retained) within, an opening of the inner ear of an recipient. The securable inner drug delivery plug is configured to deliver drugs directly into the inner ear.",Inner ear plug,A61M
11213460,"Improved feeding set connectors and cassettes are disclosed for use with peristaltic infusion pumps for safely delivering enteral nutritional fluids to a patient. The connectors provide an easy to use “pump-to-set” integration or “keying” system for specific reusable infusion pumps and their matching feeding sets, and can be utilized by medical professionals having various skill levels. The inventive feeding set cassettes can prevent accidental free flow of enteral fluids into a patient, even upon inadvertent release of the connector from the pumping mechanism.",Connectors for infusion pump feeding sets,A61M
11213461,"Enteric feeding tube housings configured to secure a feeding tube to the body are disclosed. The housing includes a disc having a hole configured to accommodate the feeding tube and two or more holes configured to accommodate fasteners. Also disclosed are enteric feeding tube housings that include a disc having a hole configured to accommodate the feeding tube and two or more holes configured to accommodate fasteners, and a plurality of fasteners. Also disclosed are surgical kits that include a housing, a plurality of fasteners, and a plurality of locking devices configured to adjustably secure the fasteners in the fastener receiving holes, and method of using the disclosed devices.",Enteral feeding tube housing and fixation devices,A61M
11213481,"A method of subcutaneous delivery of a drug or a therapeutic agent to a subject to treat a localized condition, the method including obtaining a liquid composition including the drug or the therapeutic agent dissolved in a tumescent solution, wherein the tumescent solution includes the drug or the therapeutic agent a vasoconstrictor; and a pharmaceutically acceptable carrier; and delivering a mass of the liquid composition subcutaneously to a localized tissue in the subject, wherein the drug or the therapeutic agent treats the localized condition in the localized tissue, wherein a concentration of the drug or the therapeutic agent subcutaneously delivered exceeds a concentration of the drug or the therapeutic agent that can be safely achieved by intravenous delivery, and wherein an amount of the drug or the therapeutic agent located at an outer boundary of the mass of fluid and available for absorption is less than an amount of the drug or the therapeutic agent located within a central portion of the mass of fluid and virtually isolated from the systemic circulation by virtue of capillary vasoconstriction.",Tumescent drug delivery,A61M
11213482,"A recombinant coronavirus vaccine is provided. Methods of making and delivering the coronavirus vaccine also are provided. A microneedle array is provided, along with methods of making and using the microneedle array.",SARS-CoV-2 subunit vaccine and microneedle array delivery system,A61M
11213483,"A solid dose for insertion into the skin of a patient wherein the solid dose has a hollow core. There is also provided a solid dose carrier, a device, a method of manufacturing the solid dose and a method of delivering a solid dose transdermally to a human or animal.",Implantable solid dosage form,A61M
11213498,"An aqueous ibuprofen and paracetamol composition has a pH 6.3-7.3. The composition can be used as a medicament, especially for the treatment of pain and/or inflammation. The composition can be formulated for intravenous injection.",Aqueous formulation comprising paracetamol and ibuprofen,A61M
11213584,This invention relates methods of using a non-fucosylated anti-CD40 antibody for treatment of cancer and chronic infectious diseases.,Dosage and administration of non-fucosylated anti-CD40 antibodies,A61M
11213612,A hybrid scaffold is disclosed which is made of materials that define peripheral layers designed to interface with the tissues in the implant site and one or more intermediate layers. The materials are combined to give the scaffold mechanical properties suitable for withstanding the stresses of the implant site. The materials are fibroin for the peripheral layers and polyurethane combined with fibroin for each intermediate layer.,Hybrid scaffold suitable for regenerating animal tissues and process for producing the scaffold,A61M
11213616,"The invention relates to devices, systems, and methods for mixing one or more solutions to generate a recharge solution having specified concentrations of a sodium salt and acid for recharging and disinfecting zirconium phosphate in reusable sorbent modules. The devices, systems, and methods can generate a recharge solution by a sorbent recharger that is introduced through the sorbent module to recharge and to disinfect the zirconium phosphate.",Recharge solution for zirconium phosphate,A61M
11213617,"A chest drainage system includes a collection device and a fluid pathway configured to extend from the collection device to a patient. A pressure source is configured to selectively provide sub-atmospheric pressure to the fluid pathway. The system is configured to introduce sub-atmospheric pressure from the pressure source at a substantially constant target pressure and at a dynamic pressure that varies from the target pressure. A method is also disclosed for draining a pleural cavity of a patient. The method involves applying dynamic pressure to the pleural cavity of a patient by changing sub-atmospheric pressure applied to the patient such that the patient's pleura moves without any or limited patient activity, thus facilitating removal of loculated fluid from the pleural cavity. The method may involve the use of the chest drain system.",Chest drainage systems and methods,A61M
11213618,"A dermatological skin treatment device is provided. The device comprises a handpiece and a cutting tool, wherein the tool is inserted through the conduit and percutaneously inserted into a tissue disposed within a recessed area of the handpiece. The device and method cut the fibrous structures under the skin that cause cellulite at an angle substantially parallel to the surface of the skin and replace these structures with a non-cellulite forming structure by deploying a highly fibrous mesh through a single needle hole to create a highly fibrous layer directly or through wound healing processes. A tool is provided to aspirate excess fluid and tissue from the treatment area.",System for tissue dissection and aspiration,A61M
11213619,"A medical device includes a housing, a power supply, a thermally conductive mounting clamp, a heat shield, and at least one fastener. The housing includes a handle. The power supply is disposed within the housing. The thermally conductive mounting clamp is attached to an outer surface of the housing. The heat shield is disposed within the housing adjacent to the power supply. The heat shield is disposed against at least one interior surface of the handle. The at least one fastener passes through at least one opening in the housing and is in thermally conductive contact with the thermally conductive mounting clamp. Heat generated by the power supply is configured to dissipate from the power supply, through the heat shield, through the at least one fastener, and into the thermally conductive mounting clamp.",Thermal management system and method for medical devices,A61M
11213620,"Methods, devices, and components are provided to reduce tissue resistive pressure during a subcutaneous drug delivery operation by increasing the size of the injection cavity by partially retracting the drug delivery member after inserting the drug delivery member to a subcutaneous position. The drug delivery devices described herein include a magnetic actuator operably coupled to a primary container assembly including a drug delivery member. Power can be selectively provided to the magnetic actuator by a controller to retract the drug delivery member a predetermined distance to relieve pressure in an injection cavity in a patient. A force sensor can provide the controller with a drug delivery member insertion force. The controller can then estimate a tissue resistive pressure based on the drug delivery member insertion force and determine the predetermined distance for the drug delivery member retraction based on the tissue resistive pressure.",Drug delivery devices with partial drug delivery member retraction,A61M
11213621,"A fluid therapy method for an ADHF patient includes setting a urine output rate desired threshold, setting one or more desired negative net gain rates, and optionally setting a total fluid loss goal. The urine output of the patient is monitored and fluid is automatically administered to the patient at increasing rates to equal to or approximately match the patient's increasing urine output rates until the patient's urine output rate reaches the set urine output rate desired threshold. Thereafter, fluid is administered to the patient at rates to achieve the set desired negative net gain rate until the fluid loss goal is reached. Thereafter, until the end of therapy, fluid is administered to the patient at rates equal to or approximately equal to the monitored urine output rates.",Fluid therapy method,A61M
11213622,"Methods and systems for delaying alarms that include detecting an analyte level using an analyte sensor; and delaying the annunciation of an analyte alarm after the analyte level crosses an analyte threshold, wherein the delay is based on one or both of (1) a magnitude of difference between the analyte level and the analyte threshold and (2) a duration of time in which the analyte level has crossed the analyte threshold.",Usability features for integrated insulin delivery system,A61M
11213623,"Infusion systems, infusion devices, and related operating methods are provided. A method of operating an infusion device involves determining a reference insulin absorption curve for the patient based at least in part on demographic data associated with the patient, determining a contextual adjustment factor based at least in part on a current patient context, calculating an adjusted insulin absorption curve for the patient as a function of the reference insulin absorption curve and the contextual adjustment factor, and determining a bolus dosage of the insulin based at least in part on the adjusted insulin absorption curve.",Infusion systems and related personalized bolusing methods,A61M
11213624,"A drug delivery system is disclosed that includes a drug delivery device having a reservoir, a delivery cannula having a proximal end in fluid communication with the reservoir and a distal end to be received within a patient, and one or more controllable elements. The drug delivery system may further include one or more sensors coupled to the drug delivery device, and a controller coupled to the one or more sensors and the one or more controllable elements. The controller may be configured to use the one or more sensors to determine a condition or an operational state of the drug delivery device. Furthermore, the controller may be configured to control the controllable element based on the condition or the operational state of the drug delivery device and/or identity information stored in a memory onboard the device. A method for use with a drug delivery device is also disclosed.",Controllable drug delivery system and method of use,A61M
11213625,"A communication device for a medicament delivery device is presented that includes at least one translation detection arrangement, configured to detect a translation of at least one physical part of the medicament delivery device by utilization of a resilience and an electrical conductivity for at least one spring of the medicament delivery device. Also included is at least one change of state detection unit, configured to detect at least one change of state for the medicament delivery device based on the detected translation. The communication device further includes at least one activation unit, configured to activate the at least one change of state detection unit based on the at least one detected translation. The communication device also includes at least one transmission unit configured to provide a wireless transmission of information related to the at least one change of state to an external receiving device.",Communication device for transmitting information from a medicament delivery device,A61M
11213626,"An autoinjector drug delivery device configured with a stall and endpoint detection algorithm is described that allows for variations in the fill of the drug, barrel, plunger, and other components. The stall or end point detection causes the autoinjector to stop an extrusion process.",Autoinjector with stall and end point detection,A61M
11213627,"A medicament injection device comprising a main body arranged to receive a medicament cartridge; a needle carrier carrying a needle, wherein the needle carrier is axially movable with respect to the main body; and a rotatable cap at a distal end of the device, wherein the cap is removably coupled to the needle carrier, a releasable arrangement between the main body and the cap comprising a guide element and a slotted link, wherein the slotted link is arranged to cause the guide element to follow a predefined path at least partly in an axial direction during rotational movement of the cap, thereby causing the needle carrier to move axially towards a proximal end of the device as the cap is rotated up to a predefined point, wherein the main body comprises a medicament cartridge holder comprising the guide element depending therefrom for engagement with the cap.",Medicament injection device,A61M
11213628,"The bearing component comprises a contact surface inside a periphery, which surrounds a centre, and a coupling feature arranged inside the periphery for rotatably engaging a component of a piston rod perpendicular to the contact surface. The coupling feature includes at least one flexible feature extending from the periphery towards the centre, and the flexible feature is arranged to be deflected towards the periphery by a force exerted on the flexible feature in a direction towards the contact surface and deflected towards the centre by a force exerted on the flexible feature in the opposite direction. The flexible feature may have a sloping surface facilitating assembly and preventing disassembly in combination with a further component of the piston rod. The component of the piston rod may be a lead screw, and the piston rod may be used in a drug delivery device.","Bearing component for a piston rod of a drug delivery device, piston rod comprising the bearing component, and drug delivery device",A61M
11213629,An optical decoding system including an optical sensor integral with or attachable to a housing of a drug delivery device and configured to be directed at first and second rotatable components of a dose setting and dispensing mechanism of the drug delivery device and a processor configured to: (i) cause the optical sensor to capture images of the first and second rotatable components at least at the beginning and end of a medicament dose dispensing process; (ii) determine a rotational position of both the first and second rotatable components in each of the captured images; and (iii) determine from the rotational positions of the first and second rotatable components an amount of medicament delivered by the dose setting and dispensing mechanism of the drug delivery device.,Sensor for use with a drug delivery device,A61M
11213630,"The present invention relates to an injector for preventing accidental needle sticks comprising:—a cylinder extending along a longitudinal axis, an inner wall and an outer wall, the cylinder having an outlet at an outlet end opposite an actuating end and a finger grip on the outer wall, which finger grip is positioned between the outlet end and the actuating end,—a piston having a piston body and a deformable sealing element, which deformable sealing element abuts the inner wall of the cylinder at an abutting interface and seals an annular gap between the piston body and the inner wall of the cylinder when the piston is inserted in the cylinder,—a needle guard for mounting on the outside of the cylinder from the outlet end or the actuating end, which needle guard comprises a barrel with a mounting end opposite an operating end, the barrel having a slot for receiving the finger grip of the cylinder when the needle guard is mounted on the cylinder, which slot extends from the mounting end towards the operating end, wherein when the needle guard is mounted on the cylinder from the actuating end in a protective position, the barrel extends along the longitudinal axis and projects beyond the outlet end of the cylinder so that when a hypodermic needle is attached at the outlet end, the barrel protects a user from accidental needle sticks.",Injector for preventing accidental needle sticks,A61M
11213631,There is provided a protected needle assembly. The assembly includes an outer barrel receiving a needle therethrough. The assembly includes an inner barrel resiliently biased to extend about the needle in a protected needle mode. The inner barrel is retractable into the outer barrel in a first instance to deploy the needle. The assembly includes a locking mechanism actuated upon the inner barrel moving towards the protected needle mode once more. The locking mechanism is configured to inhibit further retraction of the inner barrel thereafter.,Protected needle assembly for a hypodermic needle,A61M
11213632,"The present invention discloses a safety syringe and a safety mechanism for use in the safety syringe. In one example, the safety syringe comprises: a barrel having a proximal end, a distal end and a cavity being between the proximal end and the distal end and defining a longitudinal axis, a needle holder extending distally from the distal end; a plunger having a distal portion inserted inside the barrel from the proximal end of barrel and a proximal portion located outside the barrel; a needle having a proximal portion inserted into a needle passage of the needle holder from the distal side of the needle holder and a distal portion located outside the needle holder, the needle being hollow and in fluid communication with the cavity of the barrel; and a safety mechanism mounted at least partially around the needle holder; at an unactuated position of the safety mechanism, the distal portion of the needle is not covered by the safety mechanism; at an actuated position of the safety mechanism, at least distal tip end of the needle is covered by the safety mechanism to prevent accidental contact with the distal tip end of the needle. According to the present disclosure, it is feasible to, upon assembling the syringe, first duly mount the safety mechanism, and then mount the needle. As such, the needle needs to be calibrated only once, and furthermore, the safety mechanism, before being actuated, does not interfere with the needle.",Safety syringe and safety mechanism for use in the same,A61M
11213633,"An attachable needle assembly (2) for use on a medication delivery pen (4), the needle assembly (2) comprising a housing (16) that engage the medication delivery pen (4), the housing (16) enclosing a plurality of needles (34) that pierce a reservoir septum (6) of the medication delivery pen (4), a plurality of needle posts (24) each securing one of the plurality of needles (34), and a needle assembly septum (60) enclosing the plurality of needles (34). The needle assembly (2) further including a plurality of integrated peel tabs (70) each detachably connected to one of the plurality of needle posts (24), wherein in a first position of the needle assembly (2), the plurality of needles (34) is disposed in the needle assembly septum (60), and in a second position of the needle assembly (2), one of the plurality of integrated peel tabs (70) is drawn out of the housing (16) to cause a selected needle (40) of the plurality of needles (34) to pierce the needle assembly septum (60) and be exposed for medication delivery.",Pen needle magazine,A61M
11213634,"A smoke inhalation apparatus may include a cartridge comprising a release device configured to release a substance, a light device configured to simulate burning of a tip of a cigar or cigarette, a controller operatively and communicatively coupled to the release device and the light device, and a power source configured to provide power to the cartridge, the controller, and the light device. The light device may be configured to vary a level of intensity of light emitted based on an amount of airflow between the inlet hole and the outlet hole.",Inhalation device including substance usage controls,A61M
11213635,"A receptacle section for an aerosol provision article is described. The aerosol provision article is for generating a flow of aerosol in use. The receptacle section is arranged for having installed therein an activatable element for modifying, once activated, a property of the flow of aerosol. The receptacle section is arranged to apply, on installation of the activatable element in the receptacle section by a user, a force to the activatable element to activate the activatable element.",Receptacle section,A61M
11213636,An assistive device for a metered dose inhaler decreases the force required to operate the inhaler. The assistive device has a body with a passage for receiving a replaceable conventional metered dose inhaler assembly that has a canister and a transverse mouthpiece with an axis of the canister aligning approximately with that of the passage. At least two symmetrically arranged levers extend in a direction away from the body and parallel to an axis thereof. A proximal end of each lever is attached to the body such that the free opposite ends of the levers may be moved towards and away from each other. An inwardly directed cam surface on each of the levers engages a closed end of a canister in use to move the canister longitudinally to cause a dose of medicament to be dispensed from the canister. An optional dose counter may form part of the device.,Assistive device for an inhaler,A61M
