patent_id,patent_abstract,patent_title,cpc_subclass
11213306,"A catheter includes a first hollow shaft made of a first material, a second hollow shaft made of a second material, a mesh member with a tubular shape configured to expand and contract in a radial direction, a front end tip, and a core wire. The core wire extends inside the mesh member, inside a lumen of the second hollow shaft, and inside a lumen of the first hollow shaft. The core wire has a front end side small-diameter portion and a large-diameter portion. The large-diameter portion has an outer diameter larger than an outer diameter of the front end side small-diameter portion, and is located on the base end side relative to the front end side small-diameter portion. At least a portion of the large-diameter portion is located in the lumen of the second hollow shaft in a state where the mesh member remains contracted radially.",Catheter,A61F
11213307,"The devices and methods described herein relate to improved structures for removing obstructions from body lumens. Such devices have applicability in through-out the body, including clearing of blockages within the vasculature, by addressing the frictional resistance on the obstruction prior to attempting to translate and/or mobilize the obstruction within the body lumen.",Retrieval systems and methods for use thereof,A61F
11213318,"One embodiment is directed to a system for deploying a device to a distal location across a vessel, comprising an elongate introducer sheath tubing member comprising open-cell fibrous wall material defining a lumen therethrough, wherein in a collapsed configuration the sheath has a first cross-sectional outer diameter and a first lumen inner diameter, and in an expanded configuration, the sheath has a second cross-sectional outer diameter and a second lumen inner diameter; and a substantially non-porous expandable layer coupled to a proximal portion of sheath and configured to prevent fluids present in the lumen from crossing the fibrous wall material. Also disclosed is a delivery assembly comprising an obturator which releasably captures the distal portion of an introducer sheath which obturator can be removed after the sheath is deployed to a desired location.",Expandable introducer sheath and method,A61F
11213321,"According to some embodiments, a method of treating a skin surface of a subject comprises heating a skin surface, abrading native skin tissue of a subject using a microdermabrasion device, wherein using the microdermabrasion device comprises moving the microdermabrasion device relative to the skin surface while simultaneously delivering at least one treatment fluid to the skin surface being treated and cooling the abraded skin surface.","Devices, systems and methods for treating the skin",A61F
11213330,"A method of changing a bone angle includes creating an osteotomy between a first portion and a second portion of a tibia of a patient; creating a cavity in the tibia by removing bone material along an axis extending in a substantially longitudinal direction from a first point at the tibial plateau to a second point; placing a non-invasively adjustable implant into the cavity, the non-invasively adjustable implant comprising an adjustable actuator having an outer housing and an inner shaft, telescopically disposed in the outer housing, and a driving element configured to be remotely operable to telescopically displace the inner shaft in relation to the outer housing; coupling one of the outer housing or the inner shaft to the first portion of the tibia; coupling the other of the outer housing or the inner shaft to the second portion of the tibia; and remotely operating the driving element to telescopically displace the inner shaft in relation to the outer housing, thus changing an angle between the first portion and second portion of the tibia.",Adjustable devices for treating arthritis of the knee,A61F
11213336,"Hip arthroplasty apparatus and methods are described to determine an orientation of an acetabular cup impactor, the acetabular cup impactor being moveable to a desired orientation relative to a patient's pelvic region for implantation of an acetabular cup. In one embodiment an electronic orientation sensor is transitionable between a first location on the patient's pelvic region and a second location on the acetabular cup impactor. At the first location, the orientation sensor is adapted to record a reference orientation of the patient's pelvic region. At the second location the orientation sensor is adapted to determine an orientation of the acetabular cup impactor relative to the reference orientation.",Alignment apparatus for use in hip arthroplasty,A61F
11213369,"Multilayer polymer sheets are provided, as well as related methods, systems, and appliances.",Multilayer polymer sheets,A61F
11213378,"Techniques for mesh augmentation and prevention of incisional hernia, including systems and methods for affixing mesh to a fascial incision. A mesh strip can be integrated with one or more uni-directional fasteners. Each fastener can include an anchoring mechanism adapted for affixation to anterior abdominal wall fascia and a mating interface. An applicator can include tension arms adapted to interface with the mating interfaces of the fasteners to maintain a vertical tension of the mesh strip and a handle coupled with the tension arms adapted to spread the tension arms and thereby control a horizontal tension of the mesh strip. The mesh strip can be configured to be aligned over a fascial incision using the applicator and affixed under tension to anterior abdominal wall fascia by tissue penetration of the anchoring mechanisms of the one or more fasteners.",Systems and methods for mesh augmentation and prevention of incisional hernia,A61F
11213379,"An embolus filter introducer system has a symmetric introducer sheath with a filter inside. The introducer sheath can be attached at either end to a deployment actuator. The deployment actuator can thereby be used to push the filter out of the introducer sheath. Since the sheath can be oriented in a selectable direction, so can the filter, allowing the sheath to be introduced via a jugular or femoral approach to the vena cava.",Jugular femoral vena cava filter system,A61F
11213380,"A suture to be used in producing a medical instrument provided with a sutured site such as a stent graft, an artificial blood vessel or an artificial heart valve, has two components, i.e., a high melting-point component and a low-melting point component, the difference between the melting points of components being 30° C. or more and the low-melting point component is exposed on the suture surface entirely along the length direction. When a medical material formed of a fabric or a film is sutured or knotted with the suture and then the suture site is heated at such a temperature not allowing the high-melting point component but the low-melting point component alone to melt, the sutured site is fused and fixed. Thus, a knot or a seam, which sustains the fiber shape and strength and never becomes loose, can be formed.",Stent graft and method for making same,A61F
11213381,"A prosthetic capsular device configured to be inserted in an eye includes a housing structure and a ring structure. The housing structure includes a first side, a second side opposite the first side, a third side, a fourth side opposite the third side, a posterior side including a refractive surface, an anterior side opposite the posterior side, and a longitudinal axis. The first side, the second side, the third side, the fourth side, the posterior side, and the anterior side at least partially define a cavity configured to contain an intraocular device (e.g., an IOL). The anterior side includes an opening. The ring structure includes a ring structure portion extending radially outward from proximate one of an end of the first side and an end of the second side.","Prosthetic capsular devices, systems, and methods",A61F
11213382,The present invention provides a keratoprosthesis assembly comprising a central optical core; and a peripheral skirt comprising at least one porous biocompatible layer and methods of using it in keratoprosthesis procedures.,Keratoprosthesis and uses thereof,A61F
11213383,"Various embodiments are described herein for an ocular device implantable in a user's eye and which has an adjustable optical element for varying one or more optical properties for the eye such as, but not limited to, providing a dynamically adjustable aperture stop to control the amount of incoming light, filtering incoming light, polarizing incoming light, and/or varying a depth of field for the eye.","Ocular systems, devices, and methods",A61F
11213384,"Provided herein are devices used to reconstruct a natural lens capsule after a cataract surgery. The device has a ring-shaped rigid component, a ring-shaped flexible component and a groove disposed on an inner surface of the rigid component. The device also may have a ledge disposed on an inner surface of the flexible component. The rigid component has a distal end attached to the ring-shaped flexible component and a proximal end that lies against Wieger's ligament when fitted within the natural lens capsule. The ring-shaped flexible component has a proximal end that is attached to the distal end of the rigid component and a distal end that contacts an anterior surface of the natural lens capsule when fitted therein. The groove is disposed to receive optics of an intraocular lens and/or the ledge is disposed to secure haptics thereof.",Devices for reconstruction of a lens capsule after cataract surgery,A61F
11213385,"Methods for the conditioning of bioprosthetic material employ bovine pericardial membrane. A laser directed at the fibrous surface of the membrane and moved relative thereto reduces the thickness of the membrane to a specific uniform thickness and smoothes the surface. The wavelength, power and pulse rate of the laser are selected which will smooth the fibrous surface as well as ablate the surface to the appropriate thickness. Alternatively, a dermatome is used to remove a layer of material from the fibrous surface of the membrane. Thinning may also employ compression. Stepwise compression with cross-linking to stabilize the membrane is used to avoid damaging the membrane through inelastic compression. Rather, the membrane is bound in the elastic compressed state through addition cross-linking. The foregoing several thinning techniques may be employed together to achieve strong thin membranes.",Methods of conditioning sheet bioprosthetic tissue,A61F
11213386,"A prosthetic aortic valve intended for native or valve-in-valve within bioprostheses includes an expandable support scaffold and valve leaflets disposed within an upper leaflet portion of the support scaffold. The valve leaflets within the upper portion may be located within the annulus (intravalvular), above the annulus, or above the native or prosthetic leaflets (supravalvular). The valve within a previously implanted degenerated heart valve such that a base or lower portion of the replacement valve is within the previously implanted valve and the upper portion is expanded within the aorta, the internal area of the valve can be increased and the hemodynamics of the valve improved. Alternatively, the valve may include separate upper and lower portions allowing the portions to be implanted sequentially and the length and other characteristics of the valve to be adjusted based on patient anatomy and condition.",Endovascular prosthetic heart valve replacement,A61F
11213387,"A heart valve stent having a section with a heart valve implant and several proximally disposed tissue anchors, also comprising a plurality of anchoring threats, each with a proximate end fastened to the stent or valve and a distal end attached to tissue within a heart chamber to provide tension between the heart chamber tissue and the stent.",Truncated cone heart valve stent,A61F
11213388,"A method of crimping an implantable prosthetic valve can include placing protective material over at least a portion of the implantable prosthetic valve. The protective material can be configured to occupy space between open cells of a frame of the implantable prosthetic valve to prevent damage to a leaflet structure of the implantable prosthetic valve. The method can also include crimping the implantable prosthetic valve with the protective material on the implantable prosthetic valve, and removing the protective material from between the frame and the leaflet structure of the implantable prosthetic valve.",Low profile transcatheter heart valve,A61F
11213389,"A cassette is disclosed for use in a prosthetic suturing device. The cassette has a base. The base has a pair of pivots, a pair of alignment tabs, and at least one retention latch. The cassette also has a cover coupled to the base. The cover has at least one retention latch. The cover also defines one or more ferrule holders. The cassette further has one or more needles guided by the base and the cover. A surgical suturing device is also disclosed for use with a cassette. The suturing device has a cassette receiver and one or more needle drivers, each needle driver having a needle receiver positioned within the cassette receiver.",Prosthetic suturing device and methods thereof,A61F
11213390,A method of implanting a percutaneous heart valve prosthesis via a catheter. The heart valve includes a valve body frame made of a nickel-titanium alloy. The valve body frame is collapsible for fitting within the catheter. A flexible skirt is sutured to the valve body frame for blocking blood flow between the valve body frame and native tissue. A one-way valve is positioned within the valve body frame for permitting blood to flow from a first end of the valve body frame to a second end. The one-way valve is preferably formed by three flexible valve leaflets made from a pericardial material. A plurality of barbs are spaced about the periphery of the valve body frame. Each of the barbs points toward the first end of the valve body frame and at least some of the barbs are positioned at the second end of the valve body frame.,Method of implanting a heart valve prosthesis,A61F
11213391,Prosthetic heart valves described herein can be deployed using a transcatheter delivery system and technique to interface and anchor in cooperation with the anatomical structures of a native heart valve. Deployment systems and methods for using the deployment systems described herein facilitate implanting a two-part prosthetic heart valve that is arranged in a nested configuration during the transcatheter delivery and deployment processes.,Systems and methods for heart valve therapy,A61F
11213392,"Among other things, there are disclosed embodiments of belts or bands that can be used in treatments for tricuspid valve regurgitation. In some embodiments, such belts may be heat-set in a particular configuration to effectively decrease tricuspid annulus when deployed around the atrioventricular groove. Embodiments include one or more tensioning sutures for applying cinching or tightening to belts when deployed, and structure for effectively distributing force during such tightening.",Belt for applying pressure to a bodily organ,A61F
11213393,"Compressible heart valve annulus sizing templates suitable for minimally-invasive or otherwise reduced accessibility surgeries. The sizing templates may be folded, rolled, or otherwise compressed into a reduced configuration for passage through an access tube or other such access channel. Once expelled from the access tube the sizing templates expand to their original shape for use in sizing the annulus. The templates may be formed of an elastomeric polymer material such as silicone, a highly elastic metal such as NITINOL, or both. Grasping tabs or connectors for handles permit manipulation from outside the body. A NITINOL wireform may be compressed for passage through an access tube and expelled from the distal end thereof into a cloth cover to assume a sizer shape.",Compressible heart valve annulus sizing templates,A61F
11213394,"A graft scaffold geometry is provided for use in the repair of segmental large bone defect. The scaffold geometry has a first (central) conduit with one or several hook-shaped chamber, which form a second conduit, integrated to the lateral side of the scaffold. The purpose of the hook-shaped chamber(s) is three-fold: 1) to facilitate the insertion and containment of biological augmentation constructs, such as growth factor-impregnated carrier devices; 2) stabilize the local surrounding soft tissue envelope to allow ingrowth of new blood vessels; and 3) to improve the manipulation of the composite bone free flap during implantation. Whether one or all of these mechanisms are active in a given situation, the overall result is that the hook chamber enables enhanced containment of graft-augmenting synthetic osteoinductive constructs, prevents their displacement, and maintains their proximity to the scaffold, thus improving the chances of success of the graft.",Graft for segmental bone defect repair,A61F
11213395,"A bone graft containment device includes a plurality of cage segments connected to one another along a longitudinal axis, each of the cage segments connected to an adjacent one of the cage segments via a connection which permits movement of the cage segments relative to one another so that the bone graft containment device is deformable to a desired configuration for placement within a target space of a bone, each cage segment extending along from a first end to a second end and including a channel extending therethrough so that channels of the plurality of cage segments, in an initial configuration, are aligned along the longitudinal axis, the channels configured to be packed with a bone graft material.",Bendable graft containment cage,A61F
11213396,"A modular variable blade augment including an augment component and a blade component. The blade component includes a buttress portion and a neck portion, with the neck portion having a body segment and a face segment that is contoured for mating engagement with an outer surface of the acetabular shell. The augment component has a first opening sized and shaped to receive insertion of the body segment, and which is also sized to accommodate selective adjustment of linear and angular orientations of the blade component relative to the augment component when the body segment is positioned in the first opening. Additionally, the body segment has a length that is sized to facilitate direct contact of the face segment with the acetabular shell when the modular variable blade augment is in an assembled configuration. Further, cement can be injected into the internal cavity to unitize the connection between the acetabular shell and the blade component.",Modular variable blade augment,A61F
11213397,"A joint prosthesis system is suitable for cementless fixation. The system includes a metal implant component that has a mounting surface for supporting an insert. The metal implant component includes a solid metal portion and a porous metal portion. The porous metal portion has surfaces with different characteristics, such as roughness, to improve bone fixation, ease removal of the implant component in a revision surgery, reduce soft tissue irritation, improve the strength of a sintered bond between the solid and porous metal portions, or reduce or eliminate the possibility of blood traveling through the porous metal portion into the joint space. A method of making the joint prosthesis is also disclosed. The invention may also be applied to discrete porous metal implant components, such as augment.",Prosthesis with surfaces having different textures and method of making the prosthesis,A61F
11213398,"Hard-tissue implants are provided that include a bulk implant, a face, pillars, slots, and at least one support member. The pillars are for contacting a hard tissue. The slots are to be occupied by the hard tissue. The at least one support member is for contacting the hard tissue. The hard-tissue implant has a Young's modulus of elasticity of at least 3 GPa, and has a ratio of the sum of (i) the volumes of the slots to (ii) the sum of the volumes of the pillars and the volumes of the slots of 0.40:1 to 0.90:1. Methods of making and using hard-tissue implants are also provided.","Hard-tissue implant comprising a bulk implant, a face, pillars, slots, and at least one support member",A61F
11213399,"The invention relates to a revision prosthesis shaft of a revision joint endoprosthesis for anchoring in an elongate bone (9), in particular femur. The surface is designed for adhesive agent-free fastening in the proximal epimetaphysis (91) and the diaphysis (92) of the bone. According to the invention, a distal epimetaphyseal extension (2) is provided at the far end of the shaft (12), the tip of which extension reaches into the distal epimetaphysis (93) of the bone. The extension (2) is designed for fastening in the distal epimetaphysis (93) by means of an adhesive agent (3), in particular bone cement. The invention combines the advantages of cement-free fastening, namely of the shaft in itself in the diaphysis (92), with the advantages of cemented fastening, namely of the extension in the distal epimetaphysis (93). Even in difficult cases in which sufficient hold previously could not be achieved for lack of fastening distance in the diaphysis, stable anchoring can thus be achieved. This increases the safety and longevity of the revision. The invention further relates to a corresponding implantation method.",Revision prosthesis shaft for a revision joint endoprosthesis,A61F
11213400,"An elbow prosthesis according to the present teachings can include a stem structure and an articulating component. The stem structure can be operable to be positioned in a bone of a joint. The stem structure can include a stem portion that is operable to be positioned in the bone and a C-shaped body portion having a first retaining mechanism formed thereon. The articulating component can have a second retaining mechanism formed thereon. One of the first and second retaining mechanisms can comprise an extension portion and a first anti-rotation portion. The other retaining mechanism can comprise a receiving portion and a second anti-rotation portion. The articulating component can be advanced from an insertion position to an assembled position, such that the first and second mechanisms cooperatively interlock to inhibit translation and rotation of the articulating component relative to the C-shaped body portion of the stem structure.",Elbow prosthesis,A61F
11213401,"An implant (30) for a mammalian bone joint (3) for spacing a first bone (2) of the joint from a second bone (1) of the joint while allowing translational movement of the second bone in relation to the first bone is described. The implant comprises (a) a distal part (31) configured for intramedullary engagement with an end of the second bone, (b) a proximal part (34) having a platform (15) configured for non-engaging abutment of an end of the first bone and translational movement thereon, and (c) an articulating coupling (10, 16) provided between the distal and proximal ends allowing controlled articulation of the first and second bones. The bone-abutting platform is shaped to conform to and translate upon the end of the first bone. A kit for assembly to form the implant of the invention, and the use of the implant to treat osteoarthritis in a bone joint, are also described.",Implant for a bone joint,A61F
11213402,"An endoscopically implantable inflatable interbody fusion device, including an inflatable body having a first inner wall and an outer wall, a first cavity defined by the first inner wall, at least one hollow space between the first inner wall and the outer wall, a first delivery tube extending from outside the outer wall into the at least one hollow space, and a second delivery tube extending from outside the outer wall, through the at least one hollow space, and terminating in the first cavity.",Endoscopically implantable inflatable interbody fusion device,A61F
11213403,"Devices and methods are provided for optimized spinal fixation using additive manufacturing techniques to create implants with optimized structure for various surgical approaches, anatomies, etc. One exemplary embodiment includes a cage having an X-shaped connection that can bear a load during cage impaction. The cage can be additively manufactured to incorporate features such as variable wall thickness or material density to adjust properties of the cage, including load bearing capability, flexibility, radiolucency, etc. The cage can further include one or more of the connectors disposed between upper and lower endplates. In some embodiments, the cage can include a feature for coupling an insertion device thereto for introducing the cage into the body of a patient. In some embodiments, a plate can be appended to or integrally formed with a proximal end of the cage to assist with securing the cage to vertebral bodies.",Devices and methods for optimized spinal fixation,A61F
11213404,A device includes a first endplate having an engagement surface and first and second extensions. The first extension has a first ramp and the second extension has a first slot. A second endplate includes a second engagement surface and third and fourth extensions. The third extension has a second ramp and the fourth extension has a second slot. A wedge is positioned between the endplates and includes a first inclined portion that engages the first ramp and a second inclined portion that engages the second ramp. The wedge has first and second apertures. A first pin extends through the first aperture and the first slot. A second pin extends through the second aperture and the second slot. The wedge is movable relative to the endplates to move the device from a first height to an increased second height. Methods of use are disclosed.,Expanding interbody implant and articulating inserter and methods of use,A61F
11213405,An implant for use in a spine includes a body and a plurality of structural members. The superior and inferior surfaces each include a ring and structural members arranged in a web-like pattern around the ring. Bone contacting members are arranged radially away from the ring and support members are arranged in a circumferential direction around the ring.,Implant with structural members arranged around a ring,A61F
11213406,This disclosure relates to a graft preparation station and methods for repairing bone defects. The station described herein may be utilized for dimensioning a graft prior to positioning the shaped graft at a surgical site.,Graft preparation station for repairing bone defects,A61F
11213407,"Described here are prosthetic systems, devices, and methods of use therefor. Generally, a prosthesis may be configured to set a resistance to rotation of a prosthetic joint based on a phase of gait. The prosthesis may include a first cylinder, a first piston slidable within the first cylinder, a fluid sump, and a fluid circuit. The fluid circuit may include a plurality of interconnected fluid channels having a unidirectional variable-resistance valve and a set of check valves that are configured to provide unidirectional flow through the valve during piston compression and extension.",Prosthetic knee with a rectification hydraulic system,A61F
11213408,An asymmetric linear actuator is provided which integrates a hydraulic dissipater and an electric motor and power screw which generates small forces. The actuator is configured so that an electric motor drives a power screw which drives a rod through a cylinder to provide linear actuation. The cylinder is fluid-filled and incorporates a piston that separates the cylinder into a first and second fluid chamber which are filled with a first and second volume of working fluid. Movement of the piston and rod assembly results in fluid movement between the first and second volumes of working fluid and through the fluidic restriction. The fluidic restriction can be proportionally controllable via an electric motor which enables controllable power dissipation via control of the fluidic restriction motor and controllable power generation via control of the power screw motor.,Linear actuator for asymmetric power generation and dissipation,A61F
11213409,"An electrode is supported on a prosthetic liner to communicate electrically with a residual limb. A housing is fixed to the liner, and is receivable in a socket in an installed position. A processor is installed in the housing in communication with the electrode. Electrical signal contacts are exposed at a distal end of the housing for contacting electrical signal contacts in the socket. The housing defines a ground current path that communicates with a ground contact in the socket.",Conductive human interfaces,A61F
11213410,"A system and method for maintaining a patent paranasal sinus ostium includes delivering a tubular element in an insertion state to the sinus ostium. The tubular element includes a proximal end, a distal end, and a center region between the proximal end and the distal end. The method includes expanding the tubular element from the insertion state to a deployment state when the tubular element is located in the sinus ostium. In the deployment state, the center region confronts the sinus ostium with an outward radial force. Other embodiments are disclosed.",Device for maintaining patent paranasal sinus ostia,A61F
11213411,"A shape memory material-based minimally invasive implantation with end part self-expanding structure, and an implant having the structure. The implant includes an actuating component; the implant has a first shape and a second shape, and comprises a central part and multiple end parts which are substantially symmetrically distributed; the second shape has a larger area than the first shape; the actuating component is able to enable the end parts to move along a direction away from the central part of the implant, so that the implant is transformed from the first shape to the second shape. The present invention can allow an implant to have a small size before it is implanted and to be expanded into a structure having a larger size after implantation.",Shape memory material-based minimally invasive implantation with end part self-expanding structure,A61F
11213412,"The present disclosure provides medical devices, systems and methods and in particular to devices and methods useful for anchoring graft materials to bodily structures.","Graft anchor devices, systems and methods",A61F
11213413,"A stent is disclosed, which includes a stent body (2) and a single-radiopaque component (1) disposed at one or each of a proximal end and a distal end of the stent body (2). The stent body (2) is composed of rings and struts, and one part of the single-radiopaque component (1) is received in a receptacle (3) of the stent body (2) and another part of the single-radiopaque component (1) protrudes out of a surface of the stent body (2). The area of the protruding part (11) of the single-radiopaque component (1) is larger than an area of the embedded part (10), the presence of the protruding part (11) allowing the single-radiopaque component (1) to appear wider and thicker in a radiologic image, enhancing the radiopacity of the stent during surgery.",Stent,A61F
11213414,"The present disclosure relates generally to controlled extension medical stents, and more particularly to controlled extension devices positioned in the body to stent the ureter and facilitate drainage from the kidney to the bladder.",Controlled extension stent,A61F
11213415,"Medical device delivery systems and methods are disclosed. In various examples, the medical device delivery system (1000) includes an elongate element (1100) including an olive (1200). The olive (1200) includes an opening that exposes a lockwire (1300) extending through a lumen of the olive (1200) such that a linking element (1500) can be coupled to the portion of the lockwire (1300) exposed by the opening, wherein the linking element (1500) provides a coupling to a medical device (1400).",Medical device delivery systems and methods,A61F
11213416,"An appendage brace assembly includes an openwork including an open proximal extremity, a distal extremity, and a volume therebetween. The openwork is stiff and jointless, and defines access points to the volume from proximate to the open proximal extremity to proximate to the distal extremity for enabling access to the appendage applied to the volume through the open proximal extremity. A restraint is carried by the openwork for restraining the appendage from being withdrawn from the volume through the open proximal extremity, when the restraint is releasably secured to the appendage applied to the volume through the open proximal extremity, and for enabling the appendage for being withdrawn from the volume through the open proximal extremity without interference from the openwork, when the restraint is released from the appendage applied to the volume through the open proximal extremity.",Appendage brace assembly,A61F
11213417,"A lower-leg exoskeleton that includes an inflatable actuator configured to be worn over a front portion of a leg of a user and configured to be disposed directly adjacent to and surrounding a joint of the leg of the user. The inflatable actuator is configured, when worn by the user, to receive and transmit an actuator load generated by the inflatable actuator around the joint of the user to a load contact point. Inflation of the inflatable actuator generates a moment about the joint of the user to cause flexion of the leg of the user.",Lower-leg exoskeleton system and method,A61F
11213418,"An exercise and stretching device is shown and described. The exercise and stretching device includes a connection cable located through a rigid tube. The rigid tube has a curvature. There are connectors at each end of the connection cable. The connectors are connected to resistance bars. The resistance bars have an aperture located at each end of the bar, wherein an aperture of each bar accepts the connectors. A handle is connected to the aperture opposite the connector.",Exercise and stretching device,A61F
11213419,"The present subject matter relates to orthotic devices, systems, and methods configured to support a lumbar spine. In some embodiments, a lumbar spinal orthosis system includes a torso belt configured to be secured about a torso of a user, a pelvic belt configured to be secured about a pelvis of the user, and a distractive force mechanism connected between the torso belt and the pelvic belt. The distractive force mechanism is configured to generate a force between the torso belt and the pelvic belt acting bi-directionally across a lumbar spine of the user to substantially offload bodyweight of the user passing through the lumbar spine.","Distractive and mobility-enabling lumbar spinal orthosis devices, systems, and methods for treating mechanical low back pain",A61F
11213420,"Embodiments provide a coupling system (3) for an ostomy appliance (1) comprising a sealing wafer (5) and a collecting bag (7). The coupling system comprises a first coupling part (9) and a second coupling part (11). The first and second coupling parts each encircle a stoma-receiving opening (17). The first and second coupling parts are configured to connect the sealing wafer to the collecting bag. The first coupling part comprises a first base portion (33), a second base portion (35) and a connecting portion (37) extending between the first and second base portions. The first base portion is arranged radially closer to the stoma-receiving opening than the second base portion. The first coupling part comprises an enclosed volume of air (10). The enclosed volume of air is enclosed at least in part by the first base portion, the second base portion and the connecting portion.",Coupling system for an ostomy appliance,A61F
11213421,"A device to facilitate urination by a male includes a vessel having a contact surface area at and adjacent a top edge of the vessel configured to be placed in contact with the penis. The contact surface area includes a thermally conductive material and has a shape configured to reduce hydrostatic pressure requirements for urination from a standing position as compared with urinating into a toilet from a standing position. A method of reducing urinary retention in a male includes contacting the penis of the male with a contact surface area of a device, which may be as described above, and urinating while the male is in a standing position with the penis in contact with the contact surface area, wherein the contact surface area comprises a thermally conductive material and is at an initial temperature at least 14° F. lower than a temperature of the penis.",Device and method for reducing urinary retention,A61F
