patent_id,patent_abstract,patent_title,cpc_subclass
11213487,"A method for manufacturing a negatively charged supported lipid bilayer. The method comprises the steps of preparing a formulation comprising at least three lipids (1,2-dioleoyl-sn-glycero-3-phospho-L-serine (DOPS), cholesterol and at least one lipid different from DOPS and cholesterol) dissolved in a first solvent, of evaporating the first solvent, of adding an aqueous formulation of mesoporous silica nanoparticles, of performing an ultra-sonication and of performing a centrifugation. The method is remarkable in that the number of equivalents of cholesterol relative to one equivalent of DOPS is comprised between 2.30 and 2.70. Additionally, negatively charged supported lipid bilayer on a mesoporous silica nanoparticle comprising cholesterol, 1,2-dioleoyl-sn-glycero-3-phospho-L-serine (DOPS) and at least one lipid different from DOPS and cholesterol.","Negatively charged self-assembling supported lipid bilayer on mesoporous silica nanoparticles, method of synthesis and use as a nanovector",A61P
11213488,"The present invention is directed to a method of preparing dehydrated blood products, comprising the steps of: (a) providing a hydrated blood product; (b) spray-drying the hydrated blood product to produce a dehydrated blood product, as well as dehydrated blood products made by the method. The present invention is directed to a method of treating a patient suffering from a blood-related disorder, comprising the steps of: (a) rehydrating a therapeutic amount of the dehydrated blood products to produce a rehydrated therapeutic composition; and (b) administering the rehydrated therapeutic composition to the patient. The present invention is directed to a bandage or surgical aid comprising the dehydrated blood products described above.",Spray-dried blood products and methods of making same,A61P
11213491,"The invention relates to film-like forms of administration for the transmucosal delivery of antidiabetic peptides via the oral mucosa and to processes for the production thereof. Antidiabetic peptides refers to peptides which are an active compound for the treatment of diabetes mellitus, and includes insulins, insulin analogs, incretins and incretin mimetics.",Film-like form of administration for the transmucosal delivery of antidiabetic peptides,A61P
11213492,"Colloidal antiseptic compositions for treating wounds and/or for use in surgical operations are provided. The compositions form an elastic air- and water-permeable biodegradable film on the wound surface and have antiseptic, hemostatic, anti-inflammatory, wound-healing, and especially anesthetic and antitoxic effects. The compositions include a collagen hydrolysate, one or more salts of alginic acid and one or more antiseptics, and additionally include unithiol and dimethylsulfoxide. The compositions may also optionally include one or more anesthetics.","Antiseptic composition comprising unithiol and dimethylsulfoxide, use of the composition and method of wound treatment with its use",A61P
11213494,"A method of treating a pervasive development disorder in a subject includes administering to the subject a therapeutically effective amount of an NMDAR antagonist, with an intermittent dosing regimen.",Compositions and methods for the treatment of pervasive development disorders,A61P
11213495,The present invention relates to a method for decreasing the psychotomimetic side effects and enhancing the antidepressant-like effects of ketamine by the combination of ketamine with a methylglycine derivative. The present invention also relates to a method for depression treatment comprising administrating ketamine combined with a methylglycine derivative. The present invention further provides a method for preventing or treating addictive disorders of ketamine by administrating a methylglycine derivative.,Method and composition for decreasing the psychotomimetic side effect and addictive disorder of ketamine,A61P
11213496,"The disclosure provides a method for systemic delivery of a therapeutically effective amount of epinephrine to a subject comprising orally administering dipivefrin or a dipivefrin salt to the subject. The disclosure also includes a method of treatment of a disease amenable to treatment by in vivo delivery of systemic epinephrine comprising administering dipivefrin or a dipivefrin salt to a subject in need of in vivo delivery of systemic epinephrine. The disease can be a respiratory disorder, anaphylaxis, cancer, or a microbial infection. The disclosure also includes dipivefrin or dipivefrin HCl orally dissolving tablets.",Methods of using dipivefrin,A61P
11213498,"An aqueous ibuprofen and paracetamol composition has a pH 6.3-7.3. The composition can be used as a medicament, especially for the treatment of pain and/or inflammation. The composition can be formulated for intravenous injection.",Aqueous formulation comprising paracetamol and ibuprofen,A61P
11213499,"The present invention describes the method of using a synthetic organoselenium compound, DSePA for management of non-small cell lung carcinoma (NSCLC) and chronic myelogenous leukemia (CML). The method comprises administering DSePA orally at a dosage of 1 mg/Kg body weight daily for inhibiting the growth of A549 (representative of NSCLC) and K562 (representative of CML) tumor in mice models. Additionally, the said compound also inhibits the proliferation of other cancer cells of NSCLC (HOP-62 and H460), breast (MDA-MB-231), white blood cells (JURKAT and U-937), oral (SCC-40), colon (HT-29), kidney (A498) and cervix (SiHA) origins in cellular models at a much lower concentration than that needed to inhibit the growth of normal cells.","Use of 3,3′-diselenodipropionic acid (DSePA) as an anticancer agent",A61P
11213502,"Disclosed is a method for the treatment of a neurological or movement disorder, e.g., Parkinson's disease, in an individual in need thereof, by parenteral administration of levodopa and a dopa decarboxylase inhibitor (DDCI), such as carbidopa, benserazide or any combination thereof, concomitantly with oral administration of levodopa, a DDCI, such as carbidopa, benserazide, or any combination thereof.",Method for treatment of parkinson's disease,A61P
11213503,"The invention concerns antimicrobial compositions comprising free fatty acids emulsified with membrane lipids or hydrolysed derivatives thereof, and pharmaceutical formulations comprising same. The compositions can be used in the treatment of prophylaxis of microbial infections. They can also regulate the rate of blood clotting rendering them suitable for incorporation in catheter locking solutions and for use in wound care.",Antimicrobial compositions containing free fatty acids,A61P
11213504,"The present invention relates to, inter alia, pharmaceutical compositions comprising a polyunsaturated fatty acid and to methods of using the same to treat or prevent cardiovascular-related diseases.",Stable pharmaceutical composition and methods of using same,A61P
11213505,"The object of the present invention is a product obtainable by spray-drying an aqueous solution comprising iron bis-glycinate chelate and alginic acid and/or water-soluble salts thereof, preferably sodium alginate, potassium alginate and/or magnesium alginate, the use of said product for the prevention and/or treatment of anaemia, preferably sideropenic anaemia, in humans, the pharmaceutical formulations containing it, and the use of said formulations for the prevention and/or treatment of anaemia, preferably sideropenic anaemia, in humans.","Product based on iron bis-glycinate chelate and alginic acid and/or water-soluble salts thereof, formulations thereof, and pharmaceutical uses thereof",A61P
11213506,"The present invention relates to a combination therapy for tumours comprising the administration of an epoxytigliane compound and an immune checkpoint inhibitor. In particular embodiments, there is a method of treating a tumour and/or treating or preventing one or more bystander tumours with the therapy. Pharmaceutical compositions and kits containing epoxytigliane compounds and immune checkpoint inhibitors are also described.",Combination therapy for the treatment or prevention of tumours,A61P
11213507,"Provided is a darwinolide compound having a previously undescribed carbon skeleton and the crystalline form thereof. Also provided are processes of isolating darwinolide, compositions comprising darwinolide, and methods of treating infection, such as a methicillin-resistant Staphylococcus aureus biofilm infection.",MRSA biofilm inhibition,A61P
11213508,"The present invention relates to a composition comprising urolithin A, urolithin B, urolithin C, urolithin D, or a combination thereof, for the stimulation of insulin secretion, and to the use of a compound chosen among urolithin A, urolithin B, urolithin C, urolithin D, or a combination thereof, intended for the stimulation of insulin secretion. The present invention also relates to a composition comprising an effective amount of urolithin B, urolithin C, urolithin D, or a combination thereof, for the treatment or the prevention of diabetes mellitus, and in particular for the treatment or the prevention of type 2 diabetes, and to the use of a compound chosen among urolithin B, urolithin C, urolithin D, and a combination thereof, intended for the treatment or the prevention of diabetes mellitus, and in particular of type 2 diabetes.",Compositions comprising urolithins and uses thereof for the stimulation of insulin secretion,A61P
11213509,"The present invention relates, in certain embodiments, to methods for preventing and/or treating neurodegenerative damage (e.g., secondary cascade of neurodegenerative damage) and improving functional outcomes (e.g., outcomes associated with cognitive, behavior and sensorimotor function) caused by traumatic brain injury using neuroprotective lipoyl compounds. The present invention also provides, in various embodiments, compositions for use in treating and/or preventing TBI in a subject in need thereof, compounds for use in the manufacture of a medicament for treating and/or preventing TBI in a subject in need thereof, and methods of preparing a pharmaceutical composition for treating and/or preventing secondary brain damage caused by TBI.",Compositions and methods for treating traumatic brain injury,A61P
11213510,Disclosed herein inter alia are compositions and methods for treating cancer using thioindirubin derivatives.,Thioindirubins,A61P
11213511,"Disclosed is a pharmaceutical composition for preventing or treating severe acute respiratory syndrome coronavirus 2 infection disease, the composition comprising a compound represented by a Chemical Formula 1, or a pharmaceutically acceptable salt thereof, as an active ingredient.",Composition for preventing or treating SARS coronavirus 2 infection disease,A61P
11213512,"Compositions comprising bis(tryptophan) derivatives are provided that act as antimicrobials. Also provided are methods for reversing antibiotic resistance in a bacterium, or recovering or enhancing antimicrobial activity of an antibiotic against a variety of microbes, by co-administration with a bis(tryptophan) derivative.",Bis-amino acid based compound and use thereof,A61P
11213513,"Provided herein are methods of accelerating, promoting, or restoring hair growth, comprising administering to a subject in need thereof an effective amount of a compound of formula (I). Also provided are compositions comprising the compound of formula (I).",Compositions and methods for promoting hair growth with Mpc1 inhibitors,A61P
11213514,"Presented herein, inter alia, are novel methods of treating heart diseases.",Alpha-1-adrenergic receptor agonist therapy,A61P
11213515,"Provided herein are methods and compositions for treating cancers, inflammatory diseases, rasopathies, and fibrotic disease involving aberrant Ras superfamily signaling through the binding of compounds to the GTP binding domain of Ras superfamily proteins including, in certain cases, K-Ras and mutants thereof, and a novel method for assaying such compositions.","Compounds that interact with the Ras superfamily for the treatment of cancers, inflammatory diseases, rasopathies, and fibrotic disease",A61P
11213516,"The present invention relates to field of intravaginally applicable devices that release antiviral compounds. In particular, the present invention relates to vaginal rings comprising a matrix releasing at least one antivirally active compound, in particular anti-herpetic compound N-[5-(aminosulfonyl)-4-methyl-1,3-thiazol-2-yl]-N-methyl-2-[4-(2-pyridinyl)-phenyl]-acetamide (in the following also referred to as “Pritelivir”) or salts thereof. The present invention therefore relates to the treatment and prevention of herpes infections.",Intravaginally applicable devices comprising antiviral compounds,A61P
11213517,"The present invention relates to a pharmaceutical combination comprising a first active ingredient which is N-[1-(5-Cyano-pyridin-2-ylmethyl)-1H-pyrazol-3-yl]-2-[4-(1-trifluoromethyl-cyclopropyl)-phenyl]-acetamide or a pharmaceutically acceptable salt thereof and a second active ingredient which has an anti-epileptic effect, or a pharmaceutically acceptable salt thereof.",Pharmaceutical combination comprising a T-type calcium channel blocker,A61P
11213519,"Methods and compositions for treating disorders of the nail and nail bed. Such compositions contain a vehicle in which all components of the composition are dissolved, suspended, dispersed, or emulsified, a non-volatile solvent, a wetting agent, and a pharmaceutically active ingredient that is soluble in the non-volatile solvent and/or a mixture of the vehicle and the non-volatile solvent, and which composition is effective in treating a disorder of the nail or nail bed.",Compositions and methods for treating diseases of the nail,A61P
11213520,"The present invention encompasses compounds of formula (I) wherein the groups R2 to R5, A, X and q have the meanings given in the claims and specification, their use as inhibitors of CDK8/19, pharmaceutical compositions which contain compounds of this kind and their use as medicaments, especially as agents for treatment and/or prevention of oncological diseases.",Phenylpyrazolylacetamide compounds and derivatives as CDK8/CDK19 inhibitors,A61P
11213521,"Dosage forms, drug delivery systems, and methods related to sustained release of dextromethorphan or improved therapeutic effects are disclosed. Typically, bupropion or a related compound is orally administered to a human being to be treated with, or being treated with, dextromethorphan.",Bupropion as a modulator of drug activity,A61P
11213522,"This invention provides a method of enhancing NMDAR-mediated neurotransmission in a disease associated with NMDAR antibody production, said method comprising administering an NMDAR agonist, an alanine-serine-cysteine transporter inhibitor, a D-amino acid oxidase inhibitor, a glycine transport inhibitor or a combination thereof to said subject. This invention also provides a method of mitigating the severity of, mitigating the pathogenesis of, lowering the incidence of or treating a disease associated with NMDAR antibody production, said method comprising administering an agent, which is an NMDAR agonist, an alanine-serine-cysteine transporter inhibitor, a D-amino acid oxidase inhibitor, a glycine transport inhibitor or a combination thereof to said subject.",Autoimmune-induced glutamatergic receptor dysfunction methods and treatments,A61P
11213523,"Compounds for use in the treatment of human immunodeficiency virus (HIV) infection are disclosed. The compounds have the following Formula (I): including stereoisomers and pharmaceutically acceptable salts thereof, wherein L, R1, R5, W, X, Y1, Y2, and Z are as defined herein. Methods associated with preparation and use of such compounds, as well as pharmaceutical compositions comprising such compounds, are also disclosed.","Substituted pyrido[1,2-a]pyrrolo[1,2-d]pyrazines for treating viral infections",A61P
11213526,"Applicant discloses methods for treating a glucocorticoid receptor positive (GR+) neuroepithelial tumor in a subject, comprising administering a selective glucocorticoid receptor modulator (SGRM) in an amount effective to reduce the tumor load in a subject. The GR+ neuroepithelial tumor may be a neurofibromatosis type 2 (NF 2) tumor; the GR+ neuroepithelial tumor may be a schwannoma, meningioma, or ependymoma. In embodiments, the GR+ neuroepithelial tumor is not an adrenocorticotropic hormone (ACTH)-secreting tumor. In embodiments, the SGRM comprises a steroidal backbone. In embodiments, the SGRM is mifepristone. In embodiments, the SGRM comprises a non-steroidal backbone, such as, e.g., a cyclohexyl pyrimidine, a fused azadecalin, a heteroaryl ketone fused azadecalin, or an octahydro fused azadecalin backbone. The SGRM may be administered orally. The SGRM may be administered alone. In embodiments, the SGRM is administered with at least one non-SGRM therapy, e.g., a chemotherapy, a radiation therapy, or other therapeutic agents.",Methods of treating neuroepithelial tumors using selective glucocorticoid receptor modulators,A61P
11213527,"A novel therapeutic drug for malignant tumors, cancer stem cells, or fibrosis is obtained. A therapeutic drug for malignant tumors or cancer stem cells is used that includes at least one compound selected from the group consisting of compounds represented by formulas (1), (2), and (5), a salt thereof, or a solvate thereof. Alternatively, a therapeutic drug for fibrosis can be used that includes at least one compound selected from the group consisting of compounds represented by formulas (1), (2), and (5), a salt thereof, or a solvate thereof.",Inhibitory effect of low molecular weight compound on cancer and fibrosis,A61P
11213528,"The present invention provides salt forms of (R)-3-(4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl)-3-cyclopentylpropanenitrile that are useful in the modulation of Janus kinase activity and are useful in the treatment of diseases related to activity of Janus kinases including, for example, immune-related diseases, skin disorders, myeloid proliferative disorders, cancer, and other diseases.","Salts of the janus kinase inhibitor (R)-3-(4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl)-3-cyclopentylpropanenitrile",A61P
11213529,"A salt of a substituted urea derivative of formula (I) and use thereof in the pharmaceutical field. Also, a pharmaceutical composition containing the salt or a combination thereof, and use of the salt or the pharmaceutical composition in the manufacture of a medicament for treating, remitting or preventing a disorder related to tyrosine kinase activity.",Salt of substituted urea derivative and use thereof in medicine,A61P
11213530,"Provided are compositions and methods to treat or prevent coronavirus disease, including Covid-19. The methods comprise the administration of pharmaceutically acceptable gallium compounds. A preferred method is the oral administration of gallium maltolate, and another preferred method is inhalation of an aerosolized solution of gallium maltolate into the bronchi and lungs. Also provided are methods to destroy or otherwise inactivate coronaviruses on or in the body of an individual, on any surface, in any liquid, or in any gas including air, by direct contact with a gallium compound or with gallium in solution as a liquid or vapor.",Gallium in the treatment of coronavirus disease,A61P
11213531,The present disclosure provides high concentration formulations of cortexolone-17α-propionate suitable for treating alopecia.,High concentration formulation,A61P
11213532,"There are disclosed therapies and preventions of prion protein complex infections. The transcription of the amyloid precursor protein gene and PrP gene and the RNA transcript are the rate-limiting steps and are most susceptible for blockage and control of the process of amyloid protein formation and PrPsc formation. Thus, therapies and prevention regimes for prion protein complex infections interrupt this process at the level of DNA transcription to RNA, RNA transport to the mitochondrion for protein synthesis and deposition in the cerebral cortex neurons.",Therapy and prevention of prion protein complex infections in non-human animals,A61P
11213533,This invention relates to combination products comprising an amidine selected from dibromopropamidine and diminazene or a pharmaceutically acceptable salt or solvate thereof; and a tetracycline anti-bacterial agent. The combination products are suitable for use in the treatment of bacterial infections or diseases.,Combinations comprising dibromopropamidine or diminazene and a tetracycline anti-bacterial agent,A61P
11213534,"Expression of a phosphatase inhibitor in heart cells can be used to treat cardiac disorders, e.g., heart failure. Decreasing phosphatase activity can improve β-adrenergic responsiveness.",Modulating phosphatase activity in cardiac cells,A61P
11213535,"The present invention is related to a composition comprising phytic acid or a phytate salt, magnesium in the form of salt, hydroxide or oxide and optionally at least one polyphenol. These components may be in isolated form or be part of an enriched plant extract. The invention is also related to the use of this composition for the treatment of renal lithiasis, preferably calcium or calcium oxalate lithiasis, either in the form of a medicament, a nutraceutical or functional food or food supplement.","Composition containing phytic acid, magnesium and polyphenols for the treatment or prevention of renal lithiasis",A61P
11213536,"The present invention relates to the therapeutic use of acylated piceid derivative compounds in ocular pathologies, in particular retinitis pigmentosa and in age-related macular degeneration.",Acylated compounds for the treatment of ocular pathologies,A61P
11213537,The present invention relates to the novel use of read-through compounds for use in the treatment and/or prevention of Autism Spectrum Disorder.,Inhibition of autism spectrum disorder using ribosomal read-through compounds,A61P
11213538,To provide an agent for overcoming immunosuppression which can overcome immunosuppression by regulatory T cells. An agent for overcoming immunosuppression and an inhibitor of FOXP3 function containing an anthracycline antibiotic as an active ingredient.,Agent for overcoming immunosuppression and use thereof,A61P
11213539,"The present invention relates to a combination of ivermectin and brimonidine for use in the treatment and/or the prevention of moderate to severe rosacea, preferably by topical administration of a 1% ivermectin cream and 0.33% brimonidine gel.",Use of ivermectin and brimonidine in the treatment and/or prevention of moderate to severe rosacea,A61P
11213540,"In an aspect, the invention relates to compositions, method, and kits for inducing apoptosis. This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present invention.",Compositions and methods for inducing apoptosis,A61P
11213541,"The present invention relates to antisense-oligonucleotides having a length of at least 10 nucleotides, wherein at least two of the nucleotides are LNAs, their use as inhibitors of TGF-R signaling, pharmaceutical compositions containing such antisense-oligonucleotides and the use for prophylaxis and treatment of neurological, neurodegenerative, fibrotic and hyperproliferative diseases.",Antisense-oligonucleotides as inhibitors of TGF-R signaling,A61P
11213542,"Lowering total cholesterol and improving of blood lipid spectrum composition as seen in a decrease of low and very low density lipoprotein levels, triglycerides and Lipoprotein a, and an increase in high density lipoproteins through taking fumarate and/or fumarates and B vitamins. The fumarate is any of fumaric acid, neutral or acidic sodium fumarate, potassium fumarate, ammonium fumarate, fumarate of a general formula Fum-Me-Fum.nH2O, where Fum—fumaric acid anion, Me—zinc, calcium or magnesium, n=0-8 or mixture of these. The B group can be B12, B6, B2, preferably, at least two of these. Preferably also including at least one amino acid from the following: glycine, L-glutamic acid and/or its salts, L-arginine and/or its salts, L-carnitine and/or its salts, asparagine and/or its salts. Preferably also succinic, citric or isocitric acid and/or their salts. Preferably also including other vitamins, fillers, ballast substances, flavors, colors, sugars, oils.",Method and agent for lowering total cholesterol levels and for improving blood lipid spectrum composition,A61P
11213543,"A formulation to increase the ratio of gastrointestinal microbiota in phylum Bacteroidetes to microbiota of Firmicutes phylum preferably includes about 20-60 mg/kg of body weight of fermentable fiber, about 10-30 mg/kg of body weight of beta glucan and about 20-60 mg/kg of body weight of blueberry extracts or any fruit or berry ingredient preparation containing similar phenolics. This formulation is preferably used to control body weight, body composition, and blood glucose regulation, preferably in humans, and is preferably administered orally, preferably twice per day.",Human gastrointestinal microbiome modulating composition and methods of use,A61P
11213544,"An application of alginate sulfate in the preparation of drugs and health care products for preventing and treating diseases caused by human papillomavirus. Alginate sulfate has a strong dose-dependent inhibitory effect on HPV infection through experiments, and alginate sulfate inhibited the expression of E6 and E7 genes and proteins in HPV-transformed Hela and Caski cells in a dose-dependent manner. The alginate sulfate can be developed into a drug or a health care product against human papillomavirus by systematic scientific experiments, which will have a good market application prospect.",Application of alginic acid sulfate in preparation of drugs and health care products for preventing and treating diseases caused by human papilloma viruses,A61P
11213545,"Methods are disclosed for inhibiting esophageal inflammation in a subject, that include administering to the esophagus of the subject with esophageal inflammation a therapeutically effective amount of an extracellular matrix (ECM) hydrogel. Methods are also disclosed for reducing esophageal stricture. Compositions are disclosed that include an esophageal extracellular matrix (ECM) hydrogel.",ECM hydrogel for treating esophageal inflammation,A61P
11213546,"The present disclosure includes compositions, methods, and uses for a subset of T cells, SP T (TSP) cells, which display a quiescent (G0) phenotype. Aspects of the disclosure include methods for obtaining and mobilizing TSP cells in a subject. Other aspects include methods of adoptive cell transfer in a subject utilizing TSP cells.",Methods to mobilize tissue resident cells for adoptive t cell therapy,A61P
11213547,Provided herein are pharmaceutical compositions comprising tumoricidal and/or antimicrobial components isolated from the supernatant of NK-92 cell medium and methods of using the compositions for killing cancer cells.,Tumoricidal and antimicrobial compositions and methods,A61P
11213548,"The disclosed methods are generally directed to preventing, treating, suppressing, controlling or otherwise mitigating side effects of T-cell therapy, the T-cell therapy designed to accelerate immune reconstitution, induce a GVM effect, and/or target tumor cells.",Modulatable switch for selection of donor modified cells,A61P
11213549,The present disclosure is in the field of pharmaceutical compositions suitable for the treatment of diseases in mammals. The disclosure provides novel compositions comprising non-pathogenic fecal microbes for treating primary sclerosing cholangitis and related diseases. The disclosure also provides methods for treating a subject with the compositions disclosed herein.,Compositions and method for treating primary sclerosing cholangitis and related disorders,A61P
11213550,"To provide a spheroid-containing cell preparation exhibiting a high therapeutic effect for a cartilage tissue-related disorder as a treatment target.A prophylactic or therapeutic agent for a cartilage tissue-related disorder contains, as an effective ingredient, a spheroid including cultured mesenchymal stem cells.",Cell preparation for treating cartilage tissue-related disorder,A61P
11213551,"A substantially water-free ocular treatment composition including about 20% to about 45% beeswax and about 20% to about 45% jojoba oil. The composition can include at least one ingredient selected from the group consisting of shea butter, caprylic/capric triglyceride, phospholipid, sodium hyaluronate, and coconut oil. The composition can be administered to a patient to improve the functionality of the tear film and decrease dry eye symptoms. The composition can be a semi-solid at room temperature and can liquefy when contacted with the skin at body temperature.",Ocular treatment compositions and methods of use thereof,A61P
11213552,"A method for treating an individual suffering from a chronic infectious disease and who has cancer employs a CRISPR system to selectively kill or reduce the numbers of pathogenic bacteria within the individual and the individual is then administered an immune checkpoint inhibitor. In particular embodiments, the pathogenic bacteria is one of E. coli, Pseudomonas aeruginosa and Klebsiella bacteria, and the checkpoint inhibitor is selected from the group consisting of nivolumab, pembrolizumab, pidilizumab, AMP-224, AMP-514, STI-A1110, TSR-042, RG-7446, BMS-936559, MEDI-4736, MSB-0020718C, AUR-012 and STI-A1010. Further embodiments include enhancing the growth of a second bacteria in the individual, such bacteria including Akkermansia, Bacteroides, Bifidobacterium, Clostridium, Enterococcus, Fusobacterium, Coprococcus, Lactobacillus, Propionibacterium, Ruminococcus, Veillonella, Prevotella, Escherichia and Streptococcus. The CRISPR system may include Cas9, Cpf1 and Cas3, and may be delivered using a bacteriophage.",Method for treating an individual suffering from a chronic infectious disease and cancer,A61P
11213553,Disclosed is the hypolipidemic potential of Bacillus coagulans. More specifically the invention discloses the cholesterol lowering potential of Bacillus coagulans MTCC 5856 and therapeutic/biological indications thereof.,Hypolipidemic effects of Bacillus coagulans,A61P
11213554,"A method for the prevention or treatment of infections contracted by newborns of livestock mammals, which includes applying a composition that includes a mixture of bacterial strains to the perineum and/or the teat(s) of female livestock mammal that is going to give birth or has given birth to the newborn livestock mammals. Also, a kit for preventing digestive, respiratory or other infections in newborn livestock mammals, which includes at least one composition and at least one application element for applying the composition to the perineum and/or to the teats of the female livestock mammals.",Composition for improving the health of livestock,A61P
11213555,"An intravenous injection for enhancing immune function is provided, belonging to the field of biomedicine. The main ingredient of the drug is inactivated lactic acid bacteria, which is prepared by inactivating living lactic acid bacteria.",Intravenous injection for enhancing immune function,A61P
11213556,"The present disclosure provides methods, systems, compositions, and kits to address the need for microbiome-related treatment of health conditions and disease. The present disclosure provides for treatment of metabolic conditions using microbial compositions.",Methods and compositions relating to microbial treatment and diagnosis of disorders,A61P
11213557,"The disclosure herein discloses L. plantarum CCFM1019, fermented foods thereof, and application thereof in preparation of a medicine for promoting excretion of plasticizers and metabolites thereof from the body. The L. plantarum CCFM1019 not only is significantly better than the intestinal resident bacteria E. coli and E. faecalis in terms of the effect of promoting the excretion of DEHP and MEHP, but also is better than the commercial strain L. rhamnosus LGG. Therefore, the L. plantarum CCFM1019 of the disclosure can be used as an effective means to prevent and alleviate body damage caused by DEHP and MEHP, and has no toxic side effects of drugs. L. plantarum CCFM1019 can be used to prepare pharmaceutical compositions and fermented foods for alleviating and preventing the toxicity of DEHP and metabolites thereof, and has a very broad application prospect.","Lactobacillus plantarum CCFM1019, fermented foods thereof, and application thereof in preparation of medicine for promoting excretion of plasticizers and metabolites thereof from body",A61P
11213560,"The present disclosure provides compositions and dosage forms comprising sinetirucallol, and methods of using such compositions, such as to treat an inflammation-associated disease, liver fibrosis, wound healing, and/or an autoimmune disease. In some embodiments, the composition comprises a Spiranthes sinensis extract.",Method of promoting wound healing with sinetirucallol,A61P
11213561,"Methods for, among other things, improving sleep, energy and social interaction and reducing concern or worry in mammals are provided. In one embodiment, the method includes administering a tablet, capsule or caplet of 190 mg to 3200 mg of compositions that include extracts of Crateva nurvala, Equisetum arvense, Lindera aggregata, and Zea mays daily.","Herbal methods for the improvement of sleep, social interaction, concern or worry",A61P
